RDC_4_H31	RDC_6_EB12	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_4_EB7	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_6_S8	RDC_4_EB8	RDC_5_H43	RDC_3_H15	RDC_6_LP_B12	RDC_3_S4	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_6_EB11	RDC_3_H23	RDC_2_S3	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_4_S5	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_1_S2	RDC_5_EB9	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_3_EB6	RDC_6_H67	RDC_4_H28	RDC_5_LP_B10	RDC_2_LP_B4	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_2_H10	RDC_1_H1	RDC_4_H39	RDC_1_EB2	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_2_EB3	RDC_4_S6	RDC_6_H63	RDC_5_H56	RDC_5_S7	RDC_6_H64	RDC_1_H2	RDC_5_EB10	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_3_H21	RDC_1_S1	RDC_5_H61	RDC_4_H42	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_3_H24	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_3_EB5	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
1315974	0	0	2	4	1	17	0	0	2	0	0	4	0	4	0	0	0	0	0	0	0	9	0	0	1	0	27	0	2	1	0	0	0	0	7	2	0	2	0	0	2	3	0	0	0	4	0	17	3	0	66	8	25	0	0	3	1	0	45	0	2	0	0	6	0	0	0	0	2	1	0	4	6	0	2	3	2	0	0	5	6	2	0	0	2	3	0	0	7	0	0	0	0	5	0	184	0	0	0	7	109	0	0	0	0	3	397	9	2	19	25	0	4	24	25	2	0	0	73	14	115	31
2182384	0	0	2	1	2	9	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	2	0	0	1	26	0	1	1	2	0	0	0	3	2	0	1	0	0	1	0	0	0	1	4	1	9	0	0	14	0	8	0	2	2	9	0	14	0	0	0	1	6	1	1	0	1	0	1	0	0	4	0	3	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	15	0	0	0	0	71	0	0	2	2	5	2	0	0	0	0	8	3	4	0	1	1	6	1	8	7	1	0	31	12	49	27
1267766	0	0	1	1	2	5	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	1	0	0	0	0	5	1	0	3	0	0	1	0	0	0	4	2	0	3	0	0	4	6	5	0	0	0	6	0	5	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	9	0	0	3	1	0	0	0	0	0	1	14	3	1	1	0	1	1	0	0	0	0	0	11	0	17	3
1463165	0	0	22	131	30	0	40	0	262	0	0	0	0	24	0	0	51	0	0	0	0	0	0	0	0	0	257	0	26	0	47	0	0	0	157	102	0	0	0	0	207	0	0	0	0	107	28	174	309	0	385	0	71	0	0	58	27	0	27	0	55	13	79	0	0	0	0	38	31	18	67	42	239	0	0	11	19	0	9	0	0	0	19	0	13	31	24	0	71	0	0	0	18	22	4	39	52	0	0	1314	9	0	0	0	0	51	193	131	410	73	0	0	427	6	335	20	0	0	209	56	248	268
2742677	0	0	7	9	0	4	0	0	8	0	0	0	0	34	75	0	0	0	0	0	0	0	0	0	0	43	7	0	46	0	0	0	0	0	0	11	0	0	0	0	60	0	0	0	22	44	0	0	13	0	0	28	0	0	17	5	0	0	6	0	0	5	36	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	13	0	16	6	50	0	0	22	0	0	7	0	0	0	0	0	0	17	34	0	0	9	0	0	0	0	12	4	33	10	9	0	61	14	0	0	39	7	26	8
208223	0	0	1	22	9	16	4	0	18	0	0	0	0	6	5	0	1	2	0	0	0	4	0	0	1	1	17	4	1	1	0	0	0	0	39	11	0	15	0	0	12	6	0	0	5	28	1	6	8	1	7	21	6	0	7	7	13	0	6	0	0	6	1	1	2	0	0	4	6	0	0	0	11	2	0	0	12	0	0	0	5	0	6	1	4	5	3	0	12	0	1	1	1	7	0	0	0	0	0	4	77	0	0	0	0	5	34	27	4	20	23	4	15	12	27	7	0	0	6	2	11	8
632	0	0	5	78	33	91	3	0	36	8	1	0	0	36	7	0	1	0	2	5	0	37	1	0	8	11	93	4	27	0	1	0	0	0	66	82	0	23	0	0	34	17	0	0	41	81	1	30	33	2	58	58	43	0	10	24	71	0	272	0	0	38	16	4	4	3	0	1	25	9	51	1	140	4	17	11	43	0	3	10	5	0	18	2	16	28	6	0	60	5	1	1	4	19	114	109	75	0	166	31	1876	126	5	67	0	34	398	138	75	127	664	11	134	557	560	96	43	0	153	40	183	86
592316	0	0	3	24	12	16	1	0	21	2	3	0	0	6	1	0	4	0	0	0	0	8	0	0	1	2	23	4	6	0	0	0	0	0	40	25	0	11	0	0	18	16	0	0	11	19	3	12	10	0	50	16	17	0	8	5	15	0	47	0	2	10	9	5	1	0	0	2	20	0	33	1	5	8	3	4	12	0	1	5	1	0	9	2	9	12	6	0	40	1	7	0	1	1	0	7	8	0	10	10	16	11	0	1	0	4	23	99	11	12	37	8	18	33	55	12	1	0	33	6	57	20
9	0	0	3	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	7	0	61	7	0	19	0	0	0	2	3	1	23	4	5	9	19	3	1	0	2	2	6	4
1619313	0	0	1	4	1	4	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	4	4	0	1	0	11	0	4	0	0	0	0	0	7	4	0	1	0	0	0	2	0	0	0	2	1	1	4	1	14	0	12	0	1	1	7	0	8	0	0	1	0	0	2	0	0	0	0	5	0	1	2	4	3	1	4	0	0	2	0	0	3	0	1	3	0	0	7	1	0	1	0	2	0	17	0	0	15	0	17	6	0	1	0	6	41	10	2	26	9	0	12	2	56	4	0	0	18	7	45	27
55211	0	0	1	1	5	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	3	0	2	0	2	2	0	0	0	0	2	3	0	0	0	0	14	3	0	0	3	1	0	2	1	0	3	4	1	0	1	0	4	0	3	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	2	0	0	2	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	4	0	0	0	11	0	0	0	0	1	2	0	0	23	1	0	0	8	42	0	0	0	3	1	8	0
584	0	0	21	103	84	609	43	0	181	17	4	0	0	73	33	0	3	0	12	3	0	88	9	0	3	36	228	30	73	4	0	2	0	0	79	236	0	95	0	0	41	41	0	0	68	326	6	62	76	17	310	106	172	0	29	42	168	22	487	0	5	102	28	59	3	1	0	14	15	52	175	8	44	13	51	7	71	0	0	18	103	3	33	3	54	58	29	0	113	8	249	1	5	55	159	236	867	356	295	77	6447	1804	43	183	0	702	210	400	351	129	2273	84	378	2070	2093	269	141	0	361	63	790	315
300	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	19	0	0	0	1	0	0	2
294	0	0	1	27	14	16	0	0	1	3	0	0	0	10	2	0	0	0	0	0	0	10	0	0	0	4	25	1	9	0	0	0	0	2	11	12	0	4	0	0	14	2	0	0	6	12	3	2	4	0	23	17	54	0	2	2	13	0	35	0	0	3	2	3	1	0	0	0	7	3	10	0	10	3	2	0	0	0	0	2	0	0	1	0	1	0	1	0	8	0	1	0	1	8	2	0	0	0	0	10	11	0	0	0	0	4	10	4	7	8	32	0	8	20	26	21	0	0	53	9	56	18
76759	0	0	2	7	0	22	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	3	16	0	0	3	0	0	0	0	1	17	0	3	0	0	3	1	0	0	5	11	10	2	11	0	30	2	38	0	5	4	7	0	47	0	0	3	0	3	0	1	0	0	3	2	0	0	1	0	47	0	4	0	0	0	9	0	0	0	1	6	2	0	9	0	0	0	8	8	0	2	0	0	10	0	12	0	0	1	0	20	334	51	0	133	11	4	67	12	55	20	0	0	24	10	59	23
317	0	0	1	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	6	0	0	1	0	25	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	1	1	4	0	0	0	8	12	13	1	25	0	0	22	0	9	0	0	0	23	0	42	23
1736226	0	0	2	21	9	5	2	0	11	0	1	0	0	1	6	0	2	0	1	3	0	15	7	1	3	3	32	2	5	1	2	0	0	0	27	19	0	10	0	0	33	4	0	0	3	8	5	6	6	0	23	4	25	0	0	0	1	0	20	0	4	2	3	2	3	0	0	1	10	0	24	0	1	7	14	2	5	0	0	3	3	2	8	0	3	9	3	0	21	1	0	0	1	2	1	98	8	0	38	11	1	13	0	0	0	6	29	2	9	8	1	10	17	5	7	12	0	0	62	14	91	33
353	0	0	3	33	21	44	5	0	12	3	0	0	0	15	1	0	8	0	1	2	0	9	7	0	1	1	166	21	11	2	3	0	0	0	29	22	1	12	0	0	18	10	0	0	16	25	14	42	21	2	181	25	88	0	0	5	21	0	73	0	2	8	0	38	2	0	0	8	12	4	38	5	96	3	12	9	16	0	1	8	6	0	8	3	4	12	10	0	26	0	2	0	3	6	4	39	0	0	2	14	38	0	0	11	0	21	169	13	18	11	17	10	58	22	37	15	2	0	112	27	162	62
34062	0	0	2	13	3	27	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	0	16	5	0	0	0	0	1	1	0	0	0	4	3	2	3	0	34	0	7	0	0	5	10	0	108	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	2	1	2	0	0	0	0	0	1	0	0	1	1	0	7	0	2	0	0	1	28	6	8	0	32	2	42	1	0	6	0	456	3621	363	5	4070	36	0	2174	24	42	3	7	0	7	0	11	8
476	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1
2829502	0	0	1	7	0	11	0	0	4	0	0	0	0	1	0	0	0	0	0	1	0	6	0	0	0	1	15	1	1	0	0	0	0	0	9	7	0	6	0	0	1	3	0	0	1	14	1	12	6	0	32	11	7	0	1	1	14	0	75	0	0	2	0	3	0	1	0	0	6	4	0	2	1	0	3	5	3	0	0	0	0	2	1	0	3	2	0	0	9	0	3	0	0	1	0	1	1	0	1	0	133	0	0	5	0	3	7	2	5	2	39	0	15	5	26	2	2	0	28	4	46	14
2590015	0	0	12	97	48	100	4	0	35	10	1	0	0	32	10	0	1	0	2	2	0	28	9	0	2	21	35	37	22	4	1	1	0	0	99	48	1	20	2	0	25	29	0	0	16	108	15	25	67	8	59	57	21	0	8	41	58	1	172	0	1	28	15	6	2	0	0	2	35	8	43	4	16	13	19	12	33	0	1	5	20	0	16	9	10	24	25	0	82	11	21	1	2	13	99	140	194	1	141	35	1560	466	6	48	0	11	160	75	54	24	395	50	100	308	412	65	44	0	159	19	199	68
1514074	0	0	1	47	22	30	0	0	33	6	0	0	0	17	0	0	2	0	3	0	0	4	0	0	0	6	19	8	9	2	0	0	0	0	72	31	0	6	0	0	34	18	0	0	7	42	0	5	15	0	5	15	9	0	11	13	13	0	15	0	0	12	9	3	6	0	0	0	16	1	28	1	5	9	16	1	14	0	0	0	1	0	13	0	7	7	14	0	67	0	34	0	0	2	4	250	19	0	106	0	149	46	0	1	0	1	9	17	28	9	55	3	14	20	102	28	0	0	44	4	52	14
283699	0	0	2	18	6	19	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11	0	0	0	0	15	0	4	0	0	0	0	0	6	4	0	10	0	0	0	0	0	0	9	36	0	3	0	0	11	20	8	0	0	0	7	0	6	0	0	8	7	5	0	0	0	0	0	1	9	2	13	4	1	5	13	0	0	0	3	0	0	6	0	0	0	0	10	0	0	0	0	3	14	191	17	0	0	19	287	4	0	15	0	2	3	13	16	4	44	8	24	72	61	19	6	0	44	14	65	26
1190813	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	21	7	0	0	0	0	8	1	0	0	26	0	2	2	6	1	0	0	6	0	3	2
648	0	0	7	33	23	39	0	0	15	10	0	4	0	29	10	0	0	0	0	10	0	12	9	0	0	4	23	34	24	0	0	0	0	0	50	23	0	36	0	0	25	37	0	0	85	67	0	108	93	4	17	26	26	0	9	17	32	0	148	0	0	18	13	4	0	0	0	30	19	6	33	4	12	22	0	23	41	0	4	21	24	0	12	5	24	25	4	0	209	5	0	0	4	5	19	0	0	0	0	19	22	3	0	7	0	4	71	24	24	61	1	26	34	36	109	41	4	0	75	4	111	30
651	0	0	1	143	50	13	8	0	31	4	0	0	0	11	5	0	0	0	4	0	0	1	3	0	0	5	9	16	12	0	1	1	0	0	669	120	0	16	0	0	24	59	0	0	41	48	1	8	65	5	12	39	11	0	7	12	16	0	17	0	0	66	3	1	2	1	0	14	145	0	9	1	2	1	12	10	67	0	1	6	0	0	4	1	7	12	5	0	57	3	3	0	2	7	1	0	2	0	24	21	16	5	0	0	0	2	0	2	35	3	18	5	6	8	31	17	0	0	25	11	41	18
702114	0	0	3	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	3	0
2812648	0	0	2	20	8	22	0	0	5	6	0	0	0	14	0	0	0	0	2	0	0	5	0	0	0	3	42	1	3	1	1	0	0	0	24	16	0	7	0	0	9	3	0	0	9	25	4	22	17	3	79	6	26	0	5	5	16	0	46	0	2	3	6	7	2	0	0	5	13	3	26	2	10	2	3	6	6	0	0	1	0	0	4	4	2	6	6	0	22	1	3	0	1	16	1	0	0	0	8	9	7	1	0	3	0	0	19	3	9	2	0	4	0	7	25	18	0	0	73	18	142	67
1238	0	0	2	15	4	8	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	2	3	1	2	0	0	0	0	0	10	4	0	0	0	0	1	1	0	0	3	14	0	3	2	0	3	3	2	0	0	1	5	0	16	0	0	1	1	2	0	0	0	0	1	1	2	1	0	0	6	0	3	0	0	1	0	0	1	0	1	2	1	0	2	0	0	0	0	3	3	4	2	0	2	0	38	5	0	0	0	0	5	3	0	2	7	0	2	3	29	5	0	0	25	1	34	15
111769	0	0	1	16	6	6	0	0	4	1	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	2	2	5	0	0	2	0	0	9	7	0	2	0	0	2	2	0	0	4	8	0	4	10	0	3	5	4	0	1	4	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	1	0	0	0	3	0	2	0	1	2	0	0	0	0	0	3	9	0	0	0	0	0	0	0	1	0	2	1	0	1	36	6	0	0	2	0	7	1
1049	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	2	0	0	13	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	14	0	12	7
199	0	0	1	8	9	3	0	0	4	3	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	7	19	0	1	0	0	6	5	0	0	16	30	0	0	7	0	0	16	0	0	0	2	3	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	0	2	0	0	3	0	0	0	0	0	2	0	4	1	5	0	15	0	0	0	0	4	92	0	2	0	0	2	872	4	0	642	0	0	6	38	2	1	40	1	25	12	84	11	439	0	0	0	0	0
483547	0	0	3	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	4	0	0	2	0	0	0	1	0	0	1	3	1	2	2	0	2	0	3	0	0	0	1	0	3	0	1	2	1	2	0	0	0	0	0	0	8	0	3	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	0	1	0	1310	0	0	104	3	0	113	0	0	0	1	0	0	1	0	0	1	0	0	0	8	0	0	2	0	5	2
2773299	0	0	1	4	1	3	2	0	3	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	3	4	0	10	0	0	1	0	0	0	1	2	0	8	3	0	8	0	1	0	0	2	0	0	3	0	1	0	3	1	0	0	0	2	0	1	1	0	2	1	2	0	1	0	0	0	2	0	1	0	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	5	0	0	4	1	3	3
2755405	0	0	2	11	3	7	0	0	3	1	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	2	4	0	2	0	0	3	4	0	0	1	15	2	0	1	0	0	12	1	0	2	2	5	0	4	0	0	1	6	0	0	0	0	2	0	0	8	0	0	3	0	0	1	0	0	1	0	0	4	0	3	1	1	0	7	1	8	0	3	1	5	1349	10001	0	21144	5	151	6690	0	4	0	1	1	3	12	3	11	0	5	10	12	11	1	0	7	0	5	0
2518971	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	1	3	0	0	1	0	0	3	0	0	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1	0	2	0	0	0	0	4	4	1294	137	0	195	7	199	217	0	1	0	1	0	0	11	0	7	2	2	0	3	2	1	0	10	9	27	5
1385664	0	0	5	10	8	2	0	0	15	3	0	0	0	2	2	0	0	0	0	0	0	11	0	0	0	0	78	0	3	0	0	0	0	0	16	14	2	6	0	0	13	9	0	0	10	10	0	4	0	0	30	21	10	0	0	0	5	0	13	0	0	9	2	3	0	0	0	0	4	1	7	0	3	1	5	5	5	0	0	2	6	0	2	0	4	2	0	0	5	1	2	1	0	3	2	599	59	0	33	13	14	98	0	1	0	19	2	10	3	2	17	2	11	11	13	2	0	0	68	12	92	38
323450	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	12	2	0	0	0	0	1	1	0	0	0	0	0	4	1	13	4
651143	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	3	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	3	0	0	0	0	0	0	5	0	4	0
157687	0	0	27	193	23	34	2	0	83	9	0	0	0	21	2	0	0	0	4	0	0	1	0	0	0	39	0	14	11	0	0	3	0	0	339	72	0	8	0	0	21	18	0	0	10	573	0	2	42	1	0	104	0	0	21	47	36	0	3	0	0	47	14	0	0	0	0	6	31	2	61	0	0	14	0	13	53	0	0	6	11	0	19	0	13	10	10	0	100	6	26	0	0	49	173	0	0	0	0	105	1842	4	0	186	0	0	50	115	193	0	203	58	261	17	156	67	161	0	0	0	0	0
157688	0	0	3	64	7	21	0	0	27	5	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	6	4	0	0	1	0	0	293	29	0	0	0	0	2	14	0	0	4	170	0	0	12	1	0	46	0	0	1	9	6	0	0	0	0	3	0	0	0	0	0	6	15	0	0	0	0	2	0	7	15	0	0	1	0	0	5	3	8	3	6	0	25	5	0	0	0	36	8	0	0	0	0	49	502	0	0	12	0	0	11	64	86	0	189	14	39	7	30	17	53	0	0	0	0	0
109328	0	0	3	54	8	13	0	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	102	6	0	1	0	0	3	9	0	0	3	91	0	0	11	0	0	23	0	0	8	11	6	0	0	0	0	4	3	0	0	0	0	3	3	0	1	0	0	5	0	2	26	0	0	1	0	0	2	0	0	3	1	0	15	0	0	0	0	15	24	1203	140	0	0	26	501	0	0	13	0	0	14	46	63	0	65	7	45	5	60	8	11	0	0	0	0	0
712362	0	0	2	82	8	7	0	0	14	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	29	15	0	5	0	0	3	5	0	0	8	74	1	0	16	0	0	37	0	0	2	9	13	0	1	0	0	18	2	0	1	0	0	0	14	0	0	0	0	2	0	2	14	0	0	1	3	0	3	0	2	10	1	0	27	1	1	0	0	9	29	0	0	0	0	16	814	1	0	41	0	2	11	46	104	1	52	4	25	23	93	30	28	0	0	0	0	0
554406	0	0	2	59	4	15	0	0	24	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	4	0	3	0	0	3	4	0	0	8	117	0	0	7	0	0	31	0	0	2	13	4	0	0	0	0	3	4	0	1	0	0	0	10	0	1	0	0	5	0	10	13	0	0	2	0	0	1	0	5	1	3	0	14	2	0	0	0	11	4	0	0	0	0	16	343	0	0	1	0	0	0	83	66	2	290	5	52	33	36	14	13	0	0	0	0	0
851	0	0	1	18	4	9	0	0	19	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	12	19	0	3	0	0	7	3	0	0	0	41	0	0	4	1	0	14	0	0	4	4	12	0	0	0	0	5	1	0	1	0	0	0	1	0	3	0	0	1	0	1	5	0	0	0	0	0	2	0	0	3	0	0	14	0	0	0	0	24	32	0	0	0	0	14	3554	3	0	64	0	4	32	128	68	1	585	6	58	134	507	131	57	0	0	0	0	0
2527974	0	0	7	18	16	84	7	0	14	4	0	0	0	7	3	0	28	0	0	1	0	7	58	0	18	4	990	3	18	8	1	0	0	0	15	6	0	9	0	0	7	3	0	0	10	12	10	133	19	0	515	24	218	0	2	7	12	1	53	0	8	3	5	221	0	0	0	0	1	3	24	7	67	2	46	0	9	0	0	2	13	14	6	5	0	13	5	0	14	0	7	0	0	13	0	26	0	0	2	19	9	7	0	0	0	4	4	4	9	1	1	18	3	5	33	30	0	0	441	106	677	246
1387353	0	0	3	3	0	12	0	0	1	0	0	0	0	6	3	0	4	0	0	0	0	3	11	0	2	0	180	2	6	1	0	0	0	0	1	0	0	10	0	0	5	0	0	0	3	4	0	19	11	1	118	2	47	0	3	2	4	1	3	0	2	0	1	33	0	0	0	3	0	0	3	3	8	4	9	0	4	0	0	5	0	1	2	3	0	2	1	0	3	0	3	0	0	2	0	237	0	0	1	2	0	5	0	0	0	0	1	1	8	1	5	4	0	1	1	1	0	0	105	25	191	70
2162	0	0	39	5	9	3	2	0	7	0	0	0	0	4	27	0	0	0	0	0	0	1	0	0	0	51	7	31	6	0	0	0	0	0	7	19	0	0	0	0	25	0	0	0	7	29	1	3	25	2	6	3	4	0	1	3	8	2	6	0	0	6	3	1	1	0	0	1	1	0	198	0	0	4	0	2	5	0	2	4	3	0	21	0	2	1	41	0	7	75	0	0	3	14	5	172	8	0	5	8	38	2	0	0	0	0	0	2	21	0	2	217	2	4	21	3	0	0	271	47	531	195
145262	0	0	1	4	0	5	0	0	3	0	0	0	0	7	6	0	1	0	0	0	0	0	0	0	0	4	8	3	9	0	0	0	0	0	8	0	0	9	0	0	9	0	0	0	1	8	2	4	4	0	14	1	6	0	0	2	0	0	2	0	0	1	3	3	0	0	0	0	4	0	27	1	0	2	6	3	9	0	0	0	24	0	1	0	0	1	0	0	3	2	4	0	3	4	2	15	0	0	0	13	1	1	0	2	0	0	1	0	10	1	1	58	1	2	0	7	0	0	63	9	132	41
39152	0	0	56	19	10	8	5	0	23	6	0	0	0	11	25	0	0	0	0	2	0	0	0	0	0	40	28	45	10	2	0	1	0	0	24	33	0	0	0	0	69	0	0	0	14	99	2	0	65	0	19	17	0	0	4	0	4	0	7	0	0	2	13	0	0	0	0	0	0	0	414	0	23	9	0	1	22	0	0	21	19	0	30	9	3	0	75	0	10	53	0	0	0	6	12	49	127	0	104	9	151	91	0	17	0	0	2	4	26	3	48	199	6	8	18	6	3	0	70	12	94	21
155863	0	0	6	0	0	3	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	2	6	1	0	0	0	0	0	1	4	0	1	0	0	6	0	0	0	1	20	0	0	6	0	1	42	0	0	0	0	2	0	3	0	0	2	0	5	0	0	0	0	0	0	70	0	11	0	0	0	4	0	0	2	1	0	6	1	0	2	6	0	0	12	0	0	0	1	5	6	3	0	33	1	14	11	0	13	0	0	0	1	9	0	0	78	2	1	8	4	5	0	33	0	50	21
