RDC_4_H31	RDC_6_EB12	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_4_EB7	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_6_S8	RDC_4_EB8	RDC_5_H43	RDC_3_H15	RDC_6_LP_B12	RDC_3_S4	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_6_EB11	RDC_3_H23	RDC_2_S3	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_4_S5	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_1_S2	RDC_5_EB9	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_3_EB6	RDC_6_H67	RDC_4_H28	RDC_5_LP_B10	RDC_2_LP_B4	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_2_H10	RDC_1_H1	RDC_4_H39	RDC_1_EB2	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_2_EB3	RDC_4_S6	RDC_6_H63	RDC_5_H56	RDC_5_S7	RDC_6_H64	RDC_1_H2	RDC_5_EB10	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_3_H21	RDC_1_S1	RDC_5_H61	RDC_4_H42	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_3_H24	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_3_EB5	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
971	0	0	3	16	4	6	4	0	37	3	0	0	0	14	13	0	0	0	0	0	0	3	0	0	0	5	0	5	35	0	0	0	0	0	39	24	0	35	0	0	37	4	0	0	8	31	4	8	10	0	0	52	3	0	9	14	5	0	38	0	0	3	12	5	0	0	0	6	3	1	55	0	0	2	2	4	27	0	0	2	15	0	8	3	1	3	4	0	15	5	30	0	0	16	3	47	82	0	53	29	9	60	0	2	0	0	0	2	9	0	0	32	2	2	2	19	0	0	2	0	8	3
33034	0	0	4	34	17	9	1	0	32	4	1	0	0	20	6	0	0	0	3	0	0	4	0	0	0	16	1	18	17	0	0	0	0	0	63	33	0	13	0	0	11	4	0	0	16	81	0	2	11	0	0	38	0	0	9	20	23	0	37	0	0	11	20	0	0	0	0	1	3	0	47	0	2	2	0	2	32	0	0	3	15	0	13	0	5	2	7	0	16	5	90	1	0	20	54	70	60	0	4	25	224	2	0	42	0	72	87	33	54	198	24	19	226	90	18	34	25	0	0	0	0	0
1781	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	10	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	1	2	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	0	11	3	22	7
39694	0	0	5	13	1	11	11	0	17	1	0	0	0	4	8	0	2	0	0	0	0	0	2	0	3	4	44	5	5	5	1	0	0	0	27	13	0	23	0	0	11	1	0	0	11	8	6	25	3	0	41	0	34	0	2	6	3	1	7	0	0	0	5	7	0	0	0	4	4	0	30	4	0	5	12	3	24	3	0	6	9	3	3	10	0	8	7	0	11	4	2	1	0	4	0	1	0	0	0	13	40	0	0	0	0	3	8	15	3	0	7	10	8	6	3	8	0	0	40	11	50	28
1286181	0	0	1	0	0	5	0	0	7	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	31	0	0	2	0	0	0	0	2	5	0	0	0	0	5	1	0	0	3	2	0	12	1	0	40	1	21	0	1	0	3	0	1	0	0	0	2	4	0	0	0	1	2	1	4	0	5	0	5	0	0	0	0	0	0	0	3	2	0	1	0	0	0	1	3	0	0	2	0	191	0	0	2	0	0	0	0	0	0	3	6	3	1	3	1	1	1	0	0	0	0	0	38	10	47	16
1800	0	0	1	16	2	41	0	0	6	0	0	0	0	0	4	0	7	0	3	0	0	2	4	1	2	0	139	1	3	6	0	0	1	0	15	4	0	4	0	0	18	1	0	0	10	5	1	50	7	0	194	8	82	0	5	2	2	0	32	0	3	1	3	26	0	0	0	0	0	0	3	8	20	2	43	1	6	0	1	1	0	6	1	4	0	4	4	0	4	0	5	0	1	1	0	0	0	0	1	7	5	1	0	1	0	18	32	45	1	19	12	4	41	22	17	5	0	0	150	31	205	72
36809	0	0	4	7	1	4	0	0	2	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	44	2	5	2	0	0	0	0	6	5	0	10	0	0	4	2	0	0	2	5	6	9	2	0	40	1	18	0	0	1	4	0	6	0	0	1	1	13	0	0	0	3	0	0	4	1	0	0	4	0	3	0	0	1	0	1	6	0	0	0	1	0	6	0	0	0	0	6	0	1	1	0	0	12	4	1	0	0	0	2	10	15	8	3	42	2	9	7	2	4	0	0	30	6	31	18
1570939	0	0	6	17	2	7	2	0	5	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	16	1	5	0	1	0	0	0	10	6	0	6	0	0	6	1	0	0	10	7	1	18	2	0	23	15	7	0	1	2	2	0	5	0	0	0	0	8	0	0	0	1	1	0	7	1	6	2	12	0	25	0	0	0	2	1	0	0	0	1	6	0	9	1	0	0	0	1	0	5	0	0	0	8	67	0	0	0	0	1	3	7	7	7	18	8	3	3	64	5	0	0	21	1	18	9
2490853	0	0	12	7	6	30	0	0	13	0	0	0	0	6	0	0	0	0	6	6	0	12	0	0	0	0	117	0	7	13	0	0	0	0	65	81	0	0	0	0	35	0	0	0	18	7	4	38	13	0	155	25	48	0	0	0	0	0	30	0	0	19	0	16	0	0	0	0	0	0	62	13	7	12	37	0	0	0	0	5	5	0	13	5	0	13	6	0	20	0	0	0	0	12	0	0	0	0	13	0	0	84	0	0	0	9	20	23	6	25	12	11	90	4	5	17	0	0	90	23	101	38
2054902	0	0	2	7	1	3	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	1	2	0	3	1	32	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	14	0	0	15	1	17	0	0	1	0	2	2	0	1	0	0	5	0	0	0	0	0	0	1	1	12	0	16	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	0	1	1	1	0	0	0	0	2	2	4	0	4	0	1	3	0	1	0	0	0	66	9	61	23
2663121	0	0	2	20	1	42	5	0	2	0	0	0	0	3	23	0	9	0	0	3	0	15	6	0	5	14	194	6	11	17	0	0	0	0	20	3	0	10	0	0	13	10	0	0	22	17	3	59	21	0	201	55	164	0	2	2	18	0	38	0	4	1	9	53	3	0	0	15	3	0	59	12	26	13	134	1	21	0	0	1	8	0	0	10	0	11	12	0	5	21	12	0	0	4	0	2	0	0	5	4	43	0	0	0	0	6	19	16	4	40	81	12	8	131	84	5	2	0	125	34	166	71
1925550	0	0	1	0	7	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	26	12	0	0	8	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	1	1	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	1	4	4	2	55	1	4	33	124	0	0	0	13	0	18	1
1723645	0	0	3	3	3	6	0	0	40	0	0	0	0	13	10	0	2	0	0	2	0	5	0	0	2	3	39	4	31	2	8	0	0	0	17	11	0	17	0	0	15	3	0	0	3	13	2	19	3	7	22	2	21	0	7	19	0	2	18	0	0	5	6	2	0	0	0	6	3	0	25	2	9	0	7	0	15	0	0	5	24	0	14	0	0	3	14	0	18	0	6	0	0	17	0	0	0	0	0	29	86	0	0	0	0	4	3	6	9	4	0	19	32	4	2	15	0	0	7	13	49	20
1045808	0	0	3	36	9	38	3	0	22	3	0	0	0	0	9	0	5	0	0	0	0	15	0	0	0	0	85	0	4	0	0	0	0	0	30	16	0	10	0	0	26	6	0	0	21	40	2	23	0	0	54	17	41	0	0	3	6	0	5	0	0	8	0	2	0	0	0	0	0	0	0	2	14	19	11	2	8	0	0	13	8	2	17	0	2	6	6	0	2	0	11	0	0	6	0	0	0	0	0	6	89	0	0	0	0	9	3	29	0	49	68	6	66	17	178	5	2	0	69	36	70	27
225326	0	0	5	5	1	22	2	0	4	2	1	0	0	0	6	0	0	0	0	0	0	12	0	0	0	0	18	0	2	0	0	0	0	0	5	11	0	2	0	0	3	0	0	0	1	7	0	10	0	0	18	13	9	0	0	2	6	3	2	0	0	1	0	1	0	0	0	3	3	3	0	0	7	2	1	0	3	0	0	2	0	0	1	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	3	32	0	0	10	0	5	4	13	2	14	49	0	19	19	113	3	1	0	10	4	12	6
36822	0	0	35	8	43	57	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	14	0	0	0	49	0	28	0	10	0	0	0	104	31	0	0	0	0	22	12	0	0	20	38	15	36	43	0	159	46	58	0	0	0	86	0	54	0	0	8	24	26	0	0	0	7	8	4	0	0	0	26	58	19	29	0	0	28	0	0	7	12	17	21	8	0	0	22	9	0	0	31	3	0	0	0	0	7	166	0	0	0	0	20	49	150	14	60	116	21	12	517	426	6	0	0	76	27	97	59
2698900	0	0	1	5	1	1	0	0	6	2	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	1	12	2	1	2	0	0	0	0	0	2	0	12	0	0	28	0	0	0	1	0	0	6	2	0	7	1	1	0	0	0	0	0	6	0	0	0	3	4	0	0	0	1	0	0	5	1	6	0	20	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	1	0	0	0	0	2	56	16	1	6	8	3	2	7	5	1	0	0	16	4	17	4
337191	0	0	1	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	9	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	8	0	0	12	0	10	0	0	9	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	3	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	30	0	11	1	3	0	0	0	0	0	0	10	1	17	7
1522758	0	0	19	32	13	115	17	0	53	11	0	0	0	0	6	0	17	0	0	0	0	18	0	0	7	0	340	5	7	21	0	0	0	0	24	0	0	40	0	0	11	41	0	0	28	105	34	218	56	0	426	0	201	0	0	15	24	0	58	0	11	20	0	38	0	0	0	0	22	3	40	0	50	26	139	0	5	0	0	13	9	9	21	12	9	0	6	0	57	4	33	0	0	17	5	0	0	0	4	0	217	0	0	13	0	24	81	46	17	27	108	12	32	11	4	39	3	0	342	58	433	165
465541	0	0	10	34	7	95	9	0	47	0	0	0	0	13	6	0	14	0	0	0	0	19	12	0	12	16	234	11	23	17	0	0	0	0	68	57	0	25	0	0	37	21	0	0	20	17	25	103	30	0	304	106	199	0	0	33	10	0	36	0	11	5	10	44	0	0	0	6	8	0	0	0	38	0	83	29	28	0	0	21	10	9	7	6	9	0	27	0	8	14	0	0	0	18	0	0	0	0	4	45	21	0	0	0	0	3	5	8	0	4	90	0	5	81	50	17	0	0	225	70	349	120
2768068	0	0	1	4	4	23	1	0	4	0	0	0	0	4	0	0	5	0	1	0	0	3	1	0	2	2	74	1	10	2	0	0	0	0	0	6	1	3	0	0	0	0	0	0	1	7	4	69	6	0	89	3	151	0	0	3	10	0	18	0	4	0	1	25	0	0	0	1	0	3	3	6	17	2	58	0	3	0	0	1	0	2	3	1	1	3	2	0	4	0	4	0	0	6	0	5	0	0	14	1	19	26	0	0	0	2	11	6	5	4	18	0	3	12	72	6	0	0	92	17	122	60
2094021	0	0	1	0	0	10	0	0	1	0	0	0	0	2	1	0	3	0	0	0	0	1	0	0	0	0	35	1	1	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1	2	81	1	0	19	2	16	0	0	0	1	0	3	0	0	0	0	8	0	0	0	0	0	0	0	3	8	0	30	1	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	112	0	0	1	0	1	3	6	1	2	19	0	0	2	71	3	0	0	28	7	36	11
206662	0	0	19	134	44	162	47	0	70	0	11	0	0	36	264	0	0	0	0	0	0	16	0	0	0	111	35	54	85	0	0	0	0	0	78	35	0	139	0	0	73	0	0	0	111	100	14	104	59	0	26	221	23	0	0	26	138	0	108	0	0	36	50	0	0	0	0	39	30	0	223	0	16	35	54	13	566	0	0	0	0	0	38	0	11	19	118	0	148	128	0	0	0	30	0	76	0	0	0	154	101	0	0	0	0	0	0	51	13	0	278	39	14	768	200	171	0	0	31	0	90	21
2801033	0	0	9	63	23	45	6	0	38	0	0	0	0	6	29	0	0	0	0	6	0	0	13	0	0	8	148	0	7	5	0	0	0	0	47	35	0	0	0	0	32	8	0	0	58	35	0	139	43	0	177	107	202	0	27	16	26	0	38	0	0	14	7	25	5	0	0	7	15	0	6	14	40	0	87	6	19	0	0	29	0	4	6	0	15	33	21	0	13	0	20	0	0	20	6	0	0	0	0	7	301	0	0	8	0	9	10	9	4	28	190	0	0	194	167	21	0	0	130	24	272	108
53451	0	0	24	0	47	28	0	0	0	0	0	0	0	0	15	0	17	0	0	31	0	39	11	0	0	0	47	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	118	56	84	125	0	28	486	78	0	0	27	193	0	292	0	0	19	0	0	0	0	0	0	0	0	0	11	19	0	40	18	17	0	0	19	0	0	0	0	0	41	0	0	17	0	0	0	0	0	0	0	0	0	0	0	20	0	0	43	0	0	0	78	0	0	116	20	0	328	77	0	0	0	21	0	55	30
68209	0	0	5	17	1	15	21	0	12	0	0	0	0	0	4	0	2	1	1	0	0	1	0	0	8	6	115	4	12	3	1	0	0	0	12	7	0	17	0	0	9	4	0	0	4	7	7	66	14	1	136	4	58	0	1	4	3	1	10	0	3	7	0	28	0	0	0	4	0	0	14	1	17	3	90	0	22	0	0	2	8	2	8	13	1	1	14	0	11	7	4	0	0	8	1	93	0	0	0	10	15	0	0	3	0	2	0	3	8	3	49	1	6	20	16	15	1	0	83	29	135	53
146923	0	0	3	26	4	41	2	0	10	0	0	0	0	4	8	0	2	0	0	0	0	8	0	0	5	3	103	6	10	6	0	0	0	0	32	11	0	10	0	0	17	1	0	0	14	24	5	108	8	1	150	20	137	0	0	4	13	0	21	0	9	3	3	29	0	0	0	7	6	0	9	3	16	5	38	1	11	0	0	6	1	4	5	5	1	6	1	0	20	0	3	0	0	15	1	3	0	0	0	18	81	1	0	4	0	5	12	4	5	7	19	12	13	6	53	8	0	0	125	42	163	78
68239	0	0	26	396	86	258	30	0	139	0	0	0	0	80	76	0	19	0	35	0	0	76	6	0	17	12	767	72	163	38	17	9	0	0	228	220	0	318	0	0	310	71	0	0	131	310	25	348	264	29	588	132	406	0	9	37	177	11	256	0	24	54	53	112	24	0	0	82	33	11	520	26	144	64	192	0	256	0	0	43	38	19	61	19	57	100	30	0	329	32	39	0	20	87	8	71	0	0	12	224	509	15	0	35	0	14	16	57	91	57	287	77	97	220	1029	204	0	0	749	126	831	404
1535768	0	0	2	0	0	9	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	2	0	1	0	97	0	1	1	0	0	0	0	1	6	0	4	0	0	1	2	0	0	5	4	4	43	4	0	70	9	30	0	0	3	2	0	3	0	0	0	2	15	1	0	0	0	0	0	26	0	23	0	3	0	0	0	0	1	4	2	1	3	2	2	2	0	3	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	1	1	1	0	31	12	68	21
68280	0	0	1	7	4	11	0	0	2	1	1	0	0	4	4	0	1	0	0	0	0	4	0	0	1	0	28	3	7	0	0	0	0	0	4	15	0	2	0	0	9	0	0	0	9	11	2	31	4	0	37	22	13	0	0	2	3	0	11	0	0	1	0	5	0	0	0	4	2	0	1	1	4	1	5	2	9	0	0	1	4	0	1	0	1	4	0	0	5	3	2	0	1	6	0	0	0	0	0	2	3	0	0	0	0	0	0	2	3	4	67	0	3	15	19	3	0	0	28	3	41	4
347213	0	0	3	16	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	8	0	0	0	0	129	0	0	0	0	9	0	13	8	0	17	0	2	0	0	0	0	0	4	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	16	30	0	0	76	0	10	213	86	0	0	0	23	0	9	5
1652545	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	9	0	12	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	3	0	0	6	0	0	0	0	0	15	1	19	5
2211210	0	0	2	4	14	18	4	0	6	1	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	3	27	2	4	2	0	1	0	0	4	10	0	12	0	0	3	4	0	0	9	12	0	5	27	3	18	83	13	0	0	2	17	0	47	0	1	2	0	2	0	0	0	1	1	1	0	0	0	1	4	4	10	0	0	4	0	0	5	1	2	8	1	0	12	4	0	0	0	5	1	0	0	0	0	23	29	1	0	12	0	1	3	5	11	9	6	18	4	57	18	14	1	0	11	0	12	6
361575	0	0	2	0	4	23	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	37	2	6	0	0	0	0	0	13	3	0	2	0	0	0	0	0	0	20	4	0	5	0	0	33	17	9	0	0	3	0	0	0	0	0	0	3	0	0	0	0	11	6	0	2	0	0	0	6	3	0	0	0	0	9	0	3	0	0	0	3	0	14	7	0	0	0	2	0	0	0	0	0	6	6	0	0	0	0	5	19	27	0	35	10	0	7	64	36	0	0	0	30	14	30	12
2735317	0	0	117	203	101	281	150	0	299	0	0	0	0	215	44	0	0	0	0	0	0	111	9	0	0	0	82	100	337	14	0	0	0	0	179	44	0	39	0	0	189	111	0	0	62	272	24	90	409	53	114	548	123	0	48	82	152	0	289	0	0	49	77	35	0	0	0	85	0	0	125	0	0	119	55	42	345	0	0	0	0	0	70	76	0	56	151	0	207	31	0	0	0	45	22	6	0	0	0	74	746	0	0	48	0	57	338	303	31	133	813	204	135	698	1933	180	0	0	103	31	157	67
396015	0	0	30	53	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	44	4	0	0	0	0	26	104	0	0	0	0	0	44	0	0	11	101	0	0	0	8	29	238	23	0	8	60	286	0	132	0	0	19	0	0	23	4	0	0	0	9	0	0	0	15	0	13	41	0	0	0	0	0	23	0	0	24	0	0	35	0	0	0	5	0	13	0	0	0	0	0	78	0	0	266	0	54	70	79	0	93	53	0	179	27	17	0	19	0	6	0	0	6
936902	0	0	2	10	2	17	11	0	1	4	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	12	24	5	2	1	0	0	0	8	12	0	1	0	0	1	3	0	0	6	8	3	2	9	0	16	8	11	0	3	0	5	0	5	0	0	0	0	0	0	0	0	3	2	0	14	0	0	0	0	0	9	0	0	4	0	0	12	3	1	0	1	0	3	2	1	0	1	2	0	0	0	0	0	4	1	0	0	0	0	34	66	79	6	359	0	4	163	0	1	4	0	0	19	3	12	9
1714373	0	0	1	13	4	3	0	0	13	1	0	0	0	6	7	0	4	0	0	0	0	1	0	0	0	0	20	13	7	3	0	0	0	0	29	13	0	5	0	0	68	0	0	0	12	28	1	6	5	0	18	4	13	0	4	1	2	0	1	0	3	0	3	3	2	0	0	15	4	0	97	0	1	3	0	0	9	0	0	7	14	0	13	0	0	0	9	0	15	1	0	0	0	0	1	0	0	0	0	10	32	0	0	11	0	9	12	40	1	173	0	5	25	0	39	7	1	0	25	8	32	17
1795630	0	0	11	22	1	13	7	0	12	0	0	0	0	6	4	0	1	0	0	0	0	2	5	0	3	3	58	3	13	2	0	0	0	0	29	10	0	7	0	0	9	4	0	0	10	23	0	26	5	1	41	7	43	0	2	4	4	0	10	0	5	0	1	13	0	0	0	10	3	3	3	2	16	6	50	2	18	0	0	3	2	0	4	2	0	6	0	0	21	2	2	0	0	8	0	264	4	0	7	9	26	1	0	0	0	7	0	11	1	42	24	2	6	1	59	8	0	0	94	24	129	36
69373	0	0	4	17	9	21	0	0	2	0	0	0	0	13	2	0	1	0	0	0	0	3	4	0	0	2	8	1	11	0	0	0	0	0	8	11	0	7	0	0	11	3	0	0	2	15	0	7	23	1	22	81	13	0	0	1	32	1	18	0	0	5	5	4	0	0	0	5	3	0	24	1	4	2	5	0	6	0	0	4	0	0	15	1	0	6	12	0	20	0	1	3	0	8	1	22	6	0	0	17	50	6	0	9	0	17	76	35	9	15	71	16	24	68	105	8	4	0	15	5	41	14
2035	0	0	2	1	2	9	1	0	4	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	16	1	0	1	0	0	0	0	0	8	0	6	0	0	3	0	0	0	5	14	4	6	3	1	19	6	18	0	2	0	5	0	10	0	0	0	1	4	0	0	0	0	0	0	2	1	3	5	5	0	3	0	0	7	0	0	0	0	1	1	2	0	3	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	2	9	16	1	10	3	1	1	11	15	3	0	0	24	9	45	14
1926290	0	0	1	26	3	12	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	11	1	0	0	0	6	0	7	1	0	0	0	0	3	10	0	0	0	0	1	5	0	0	3	16	0	1	1	1	19	27	1	0	0	1	10	0	11	0	0	6	0	0	1	0	0	0	6	0	0	0	0	5	1	3	10	0	0	3	0	0	0	0	1	9	3	0	3	0	0	0	2	1	3	0	0	0	2	0	52	0	0	4	0	7	11	24	1	32	71	1	16	30	121	3	3	0	16	7	22	13
150026	0	0	1	2	0	7	2	0	3	0	0	0	0	5	2	0	0	0	0	0	0	1	4	0	2	0	7	0	1	0	1	0	0	0	1	4	0	1	0	0	1	0	0	0	6	3	0	9	0	0	3	7	7	0	0	0	2	0	5	0	0	2	1	1	0	0	0	1	1	1	0	0	7	3	0	1	9	0	0	1	1	2	4	0	0	2	0	0	21	0	0	0	1	0	2	0	0	0	0	0	23	0	0	5	0	2	1	9	0	8	33	0	6	10	38	0	0	0	8	2	9	2
216816	0	0	2	1	0	0	1	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	3	3	10	0	2	0	0	0	6	1	0	5	0	0	11	0	0	0	4	32	5	0	7	0	4	3	3	0	5	4	3	2	5	0	0	0	2	0	0	0	0	1	0	0	15	0	0	0	0	0	2	0	0	10	4	0	0	0	0	0	0	0	4	1	2	0	0	2	4	6868	6	0	280	6	46	390	0	3	0	1	4	1	3	2	13	2	44	3	21	2	9	0	10	0	4	7
1096856	0	0	24	32	6	52	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	156	15	42	0	0	0	0	0	51	42	0	44	0	0	50	0	0	0	40	46	17	80	28	0	113	0	111	0	0	22	27	0	114	0	0	8	0	0	0	0	0	27	0	0	0	0	49	11	168	0	94	0	0	0	0	0	25	0	0	16	0	0	30	9	0	0	0	19	0	0	0	0	0	38	37	0	0	0	0	12	0	20	27	0	93	22	20	41	130	32	1	0	59	0	166	88
1688404	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0	0	130	29	70	0	0	0	0	0	17	0	8	0	10	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	10	44	32	0	20	16	0	0	0	26	0	0	0	68	0	55	17
1896961	0	0	2	6	3	2	3	0	5	1	0	0	0	1	3	0	0	0	1	0	0	5	1	0	0	2	16	1	4	2	1	0	0	0	4	29	0	9	0	0	7	3	0	0	5	5	0	2	12	0	28	25	25	0	0	4	10	0	11	0	0	1	1	2	0	0	0	1	4	0	10	1	6	0	30	3	16	0	0	3	1	0	8	1	1	1	1	0	3	3	0	0	1	1	0	0	0	0	0	9	2	0	0	0	0	0	1	1	1	4	0	7	1	1	1	3	0	0	10	11	37	6
2001	0	0	3	15	4	4	5	0	21	0	0	0	0	4	4	0	0	0	1	1	0	1	0	0	0	3	5	3	22	1	0	1	0	0	16	14	1	20	0	0	18	1	0	0	6	10	0	5	4	1	6	31	13	0	1	2	5	0	4	0	0	1	2	0	0	0	0	10	1	0	71	0	0	0	0	1	24	0	0	6	12	0	6	3	3	5	9	0	10	5	1	0	0	9	0	0	0	0	0	11	0	0	0	0	0	0	1	0	10	1	0	6	2	6	2	5	0	0	4	2	6	1
2498135	0	0	1	8	2	1	1	0	5	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	3	0	11	0	0	2	0	0	0	4	9	0	0	3	0	4	9	2	0	1	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	2	1	1	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	2	2	3	2	6	1	2	6	19	1	0	0	4	0	1	4
2051957	0	0	1	22	5	8	2	0	16	3	0	0	0	5	5	0	0	0	0	0	0	1	0	0	3	1	35	1	5	2	0	0	0	0	19	12	0	14	0	0	10	3	0	0	10	7	5	28	10	1	31	10	18	0	3	3	5	0	9	0	2	2	1	7	2	0	0	4	2	0	1	0	23	3	8	4	31	0	0	1	2	0	5	6	0	6	7	0	11	1	4	1	0	3	0	7	0	0	3	9	78	3	0	0	0	4	1	1	1	2	6	0	0	7	118	10	2	0	26	6	39	17
29555	0	0	19	0	54	6	0	0	45	18	4	0	0	58	28	0	0	0	0	8	0	0	2	0	0	70	41	97	52	0	0	0	0	0	118	51	0	10	0	0	121	0	0	0	11	62	0	0	72	0	0	11	0	0	0	23	0	0	0	0	0	17	67	0	0	0	0	8	10	0	346	0	11	24	0	0	52	0	0	6	96	0	44	8	13	6	41	0	24	0	0	0	0	0	0	120	0	0	14	85	0	22	0	0	0	0	0	0	56	0	0	145	0	2	0	46	0	0	17	0	37	7
76629	0	0	4	267	38	47	5	0	48	0	1	0	0	25	10	0	0	0	7	5	0	47	1	0	0	17	46	12	54	0	0	0	0	0	60	134	0	24	0	0	2	25	0	0	58	171	22	24	89	0	56	257	11	0	11	16	28	0	34	0	1	10	12	0	5	0	0	7	38	1	25	0	3	4	0	3	27	0	0	7	23	0	17	6	5	13	4	0	99	0	0	0	3	16	35	131	0	0	62	11	80	74	0	4	0	0	1	2	27	0	1	36	14	4	12	51	64	0	57	4	46	13
