RDC_4_H31	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_5_H43	RDC_3_H15	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_3_H23	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_4_H28	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_1_H1	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_6_H63	RDC_5_H56	RDC_6_H64	RDC_1_H2	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_5_H61	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
42444	0	7	62	30	75	0	21	5	0	35	10	0	2	0	36	0	3	0	9	16	0	1	1	85	46	0	54	0	19	37	44	20	113	45	3	0	13	18	32	1	102	10	17	7	0	9	24	7	34	10	8	30	0	2	6	7	12	12	10	9	21	67	0	12	1	4	26	2	34	0	0	8	22	23	6	0	4	0	9	88	4	22	35	22	8	18	25	73	47	0	0	206	42	385	152
92945	0	0	0	0	0	5	36	0	0	14	12	0	0	3	0	0	4	12	24	14	0	0	1	0	25	1	13	0	0	20	0	6	17	0	0	0	0	10	0	1	0	0	11	0	0	4	6	0	83	12	0	0	0	0	0	26	15	0	8	0	10	0	0	70	0	0	13	2	249	22	0	15	45	1	10	0	0	0	1	285	5	15	54	1	60	18	2	6	28	0	0	52	19	101	36
2587853	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	31	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	20	0	0	3	5	13	5	0	1	0	1	29	2	11	19	1	1	5	34	18	12	0	0	51	11	132	32
2602067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	20	5	27	8
42443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	6	1	8	4
69665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	10	0	2	2	0	0	0	7	50	2	2	22	0	1	5	1	3	4	0	0	78	22	150	47
1628059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	8	17	0	0	0	0	3	448	2	1	1	9	4	6	7	6	1	0	0	13	4	30	21
160791	0	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	38	0	0	0	0	0	0	0	0	16	0	0	3	0	0	51	9	0	18	0	0	0	8	0	0	0	7	0	0	7	0	0	0	3	0	471	0	0	0	9	0	9	0	0	0	18	1877	11	12	75	0	25	17	0	0	10	0	0	101	16	139	70
397260	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	35	0	1	0	0	0	0	0	0	50	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	8	0	0	10	0	2	0	0	0	7	38	3	0	0	0	12	332	28	2	173	69	1	65	0	12	5	0	0	93	19	190	66
2182384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	71	0	0	2	2	5	2	0	0	0	0	8	3	4	0	1	1	6	1	8	7	1	0	31	12	49	27
1463165	0	22	131	30	0	40	262	0	0	24	0	0	0	0	0	0	0	0	0	26	0	47	0	157	102	0	0	0	0	0	107	28	174	309	0	0	0	58	27	0	0	13	79	0	0	38	31	18	67	0	11	19	0	9	0	0	19	0	13	31	24	71	0	0	0	18	22	4	39	52	0	0	1314	9	0	0	0	0	51	193	131	410	73	0	0	427	6	335	20	0	0	209	56	248	268
2742677	0	7	0	0	0	0	0	0	0	34	75	0	0	0	0	0	0	43	0	46	0	0	0	0	0	0	0	0	0	22	44	0	0	0	0	0	17	0	0	0	0	5	36	0	0	0	0	0	0	0	0	15	0	0	0	0	13	0	16	0	50	0	22	0	0	7	0	0	0	0	0	0	17	34	0	0	9	0	0	0	0	12	4	33	10	9	0	61	14	0	0	39	7	26	8
208223	0	0	22	9	0	4	18	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	39	0	0	15	0	0	0	0	0	0	0	1	0	7	0	0	0	0	6	0	2	0	4	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	4	77	0	0	0	0	5	34	27	4	20	23	4	15	12	27	7	0	0	6	2	11	8
592316	0	0	24	12	0	0	21	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	40	25	0	11	0	16	0	0	3	0	0	0	0	8	0	0	0	0	10	9	1	0	0	20	0	33	8	4	0	0	1	5	0	9	0	9	12	0	40	0	7	0	0	1	0	7	8	0	10	10	16	11	0	1	0	4	23	99	11	12	37	8	18	33	55	12	1	0	33	6	57	20
55211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	11	0	0	0	0	1	2	0	0	23	1	0	0	8	42	0	0	0	3	1	8	0
584	0	21	103	84	609	43	181	17	4	73	33	0	12	3	88	0	3	36	30	73	4	0	2	79	236	0	95	0	41	68	326	6	62	76	17	106	29	42	168	22	487	102	28	3	1	14	15	52	175	13	7	71	0	0	18	103	33	3	54	58	29	113	8	249	1	5	55	159	236	867	356	295	77	6447	1804	43	183	0	702	210	400	351	129	2273	84	378	2070	2093	269	141	0	361	63	790	315
294	0	0	27	14	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	10	11	0	0	0	0	4	10	4	7	8	32	0	8	20	26	21	0	0	53	9	56	18
76759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	8	0	2	0	0	10	0	12	0	0	1	0	20	334	51	0	133	11	4	67	12	55	20	0	0	24	10	59	23
1736226	0	0	21	9	0	0	0	0	1	0	6	0	1	3	0	1	3	0	0	0	0	2	0	27	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	24	7	0	0	0	0	0	0	8	0	0	9	0	21	0	0	0	0	2	1	98	8	0	38	11	1	13	0	0	0	6	29	2	9	8	1	10	17	5	7	12	0	0	62	14	91	33
34062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	6	8	0	32	2	42	1	0	6	0	456	3621	363	5	4070	36	0	2174	24	42	3	7	0	7	0	11	8
2829502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	1	0	6	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	133	0	0	5	0	3	7	2	5	2	39	0	15	5	26	2	2	0	28	4	46	14
2590015	0	12	97	48	100	4	35	10	1	32	10	0	2	2	28	0	2	21	37	22	4	1	1	99	48	1	20	2	29	16	108	15	25	67	8	57	8	41	58	1	172	28	15	2	0	0	35	8	43	13	12	33	0	1	5	20	16	9	10	24	25	82	11	21	1	2	13	99	140	194	1	141	35	1560	466	6	48	0	11	160	75	54	24	395	50	100	308	412	65	44	0	159	19	199	68
1514074	0	0	47	22	30	0	33	6	0	17	0	0	3	0	0	0	0	6	8	9	2	0	0	72	31	0	0	0	18	0	42	0	0	15	0	0	11	13	0	0	0	12	9	6	0	0	16	0	28	9	0	14	0	0	0	0	13	0	7	7	14	67	0	34	0	0	2	4	250	19	0	106	0	149	46	0	1	0	1	9	17	28	9	55	3	14	20	102	28	0	0	44	4	52	14
283699	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	36	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	4	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	14	191	17	0	0	19	287	4	0	15	0	2	3	13	16	4	44	8	24	72	61	19	6	0	44	14	65	26
648	0	7	33	23	39	0	15	10	0	29	10	0	0	10	0	0	0	0	34	24	0	0	0	50	0	0	36	0	37	85	67	0	108	93	4	0	9	17	32	0	148	18	13	0	0	30	19	6	33	22	23	41	0	4	21	24	12	5	24	25	0	209	5	0	0	4	5	19	0	0	0	0	19	22	3	0	7	0	4	71	24	24	61	1	26	34	36	109	41	4	0	75	4	111	30
651	0	0	143	50	0	8	31	4	0	11	0	0	4	0	0	0	0	5	16	12	0	1	1	669	120	0	16	0	59	41	48	0	0	65	5	0	7	12	0	0	0	66	0	2	1	14	145	0	0	0	10	67	0	1	6	0	0	0	7	12	0	57	0	0	0	2	7	1	0	2	0	24	21	16	5	0	0	0	2	0	2	35	3	18	5	6	8	31	17	0	0	25	11	41	18
2812648	0	0	20	0	0	0	0	6	0	14	0	0	2	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	4	22	17	3	0	5	0	0	0	0	0	6	2	0	5	13	0	26	0	6	0	0	0	0	0	0	4	0	0	0	22	0	0	0	0	16	1	0	0	0	8	9	7	1	0	3	0	0	19	3	9	2	0	4	0	7	25	18	0	0	73	18	142	67
1238	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	2	0	2	0	38	5	0	0	0	0	5	3	0	2	7	0	2	3	29	5	0	0	25	1	34	15
111769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	9	0	0	0	0	0	0	0	1	0	2	1	0	1	36	6	0	0	2	0	7	1
199	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	92	0	2	0	0	2	872	4	0	642	0	0	6	38	2	1	40	1	25	12	84	11	439	0	0	0	0	0
483547	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1310	0	0	104	3	0	113	0	0	0	1	0	0	1	0	0	1	0	0	0	8	0	0	2	0	5	2
2773299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	5	0	0	4	1	3	3
2755405	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	1	5	1349	10001	0	21144	5	151	6690	0	4	0	1	1	3	12	3	11	0	5	10	12	11	1	0	7	0	5	0
1385664	0	0	0	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	3	2	599	59	0	33	13	14	98	0	1	0	19	2	10	3	2	17	2	11	11	13	2	0	0	68	12	92	38
323450	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	12	2	0	0	0	0	1	1	0	0	0	0	0	4	1	13	4
157687	0	27	193	23	34	0	83	9	0	21	0	0	4	0	0	0	0	39	14	11	0	0	3	339	72	0	0	0	18	0	573	0	0	42	1	104	21	47	36	0	0	47	14	0	0	6	31	0	61	14	13	53	0	0	6	11	19	0	13	10	10	100	6	26	0	0	49	173	0	0	0	0	105	1842	4	0	186	0	0	50	115	193	0	203	58	261	17	156	67	161	0	0	0	0	0
157688	0	0	64	0	0	0	27	5	0	0	0	0	0	2	0	0	0	0	6	0	0	0	1	293	29	0	0	0	14	0	170	0	0	0	1	46	0	9	0	0	0	0	0	0	0	6	15	0	0	0	7	15	0	0	0	0	0	3	8	0	0	25	5	0	0	0	36	8	0	0	0	0	49	502	0	0	12	0	0	11	64	86	0	189	14	39	7	30	17	53	0	0	0	0	0
109328	0	0	54	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	9	0	91	0	0	0	0	0	8	11	0	0	0	0	0	0	0	3	0	0	0	5	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	24	1203	140	0	0	26	501	0	0	13	0	0	14	46	63	0	65	7	45	5	60	8	11	0	0	0	0	0
712362	0	0	82	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0	74	0	0	16	0	0	0	9	0	0	0	18	0	1	0	0	14	0	0	0	0	14	0	0	0	0	0	0	0	10	0	27	0	0	0	0	9	29	0	0	0	0	16	814	1	0	41	0	2	11	46	104	1	52	4	25	23	93	30	28	0	0	0	0	0
554406	0	0	59	0	0	0	24	4	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	117	0	0	0	0	0	0	13	0	0	0	0	4	1	0	0	10	0	0	5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	16	343	0	0	1	0	0	0	83	66	2	290	5	52	33	36	14	13	0	0	0	0	0
851	0	0	18	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	1	0	4	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	32	0	0	0	0	14	3554	3	0	64	0	4	32	128	68	1	585	6	58	134	507	131	57	0	0	0	0	0
2162	0	39	0	9	0	0	0	0	0	0	27	0	0	0	0	0	0	51	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	2	0	6	0	1	0	0	0	0	198	4	0	0	0	2	0	0	21	0	0	0	41	0	75	0	0	3	14	5	172	8	0	5	8	38	2	0	0	0	0	0	2	21	0	2	217	2	4	21	3	0	0	271	47	531	195
145262	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	3	0	0	0	0	24	0	0	0	0	0	0	0	0	0	3	4	2	15	0	0	0	13	1	1	0	2	0	0	1	0	10	1	1	58	1	2	0	7	0	0	63	9	132	41
39152	0	56	19	10	0	5	23	6	0	11	25	0	0	2	0	0	0	40	45	10	2	0	1	24	33	0	0	0	0	14	99	0	0	65	0	0	4	0	0	0	0	0	13	0	0	0	0	0	414	9	0	22	0	0	21	19	30	9	0	0	75	0	53	0	0	0	6	12	49	127	0	104	9	151	91	0	17	0	0	2	4	26	3	48	199	6	8	18	6	3	0	70	12	94	21
155863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	5	6	3	0	33	1	14	11	0	13	0	0	0	1	9	0	0	78	2	1	8	4	5	0	33	0	50	21
67760	0	34	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	23	19	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	7	9	4	0	0	21	0	28	0	0	0	4	13	16	1	0	1	12	21	3	0	0	0	0	2	0	14	0	4	112	0	1	2	1	1	0	66	8	68	16
2716717	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	17	29	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	11	6	19	2	0	5	0	1	0	3	5	0	24	0	2	30	34	0	0	0	60	18	73	35
2242	0	9	33	10	52	14	24	4	1	48	35	2	0	9	0	0	5	30	6	45	5	0	1	38	43	1	28	0	17	49	58	6	123	35	1	46	7	21	0	7	67	10	21	2	0	10	7	0	113	8	6	39	0	1	8	27	13	4	0	0	14	20	24	11	0	3	12	6	106	1	0	15	32	130	7	0	6	0	8	9	7	33	9	77	41	7	45	136	35	1	0	363	99	560	243
62320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	1	0	0	1	4	27	1	0	0	0	1	2	0	4	2	2	4	0	0	36	1	0	0	64	12	132	29
2834276	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	8	0	16	0	0	0	2	1	22	13	0	11	3	2	18	0	11	0	0	1	1	5	1	3	14	1	1	0	1	0	0	53	10	90	42
2210	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	212	2	0	13	6	9	91	0	3	0	1	0	4	4	2	1	5	1	2	10	0	6	0	2788	541	4466	1735
39664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	22	27	0	31	7	7	10	0	1	0	0	0	2	14	0	6	5	2	37	1	5	0	0	59	15	117	37
1505907	0	0	0	0	0	0	13	3	0	19	7	0	1	4	0	0	3	0	6	15	0	0	0	0	0	0	24	0	0	12	0	0	17	22	0	0	4	0	0	2	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	27	8	0	0	0	0	0	5	0	0	0	4	0	8	5	0	3	23	6	5	0	0	0	0	1	3	13	0	8	19	0	1	22	16	0	0	63	22	93	33
49899	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	41	4	0	0	0	0	0	19	0	0	0	0	0	0	5	0	0	0	2	0	443	0	0	2	6	33	267	0	1	0	1	0	0	5	0	5	6	0	0	18	3	1	0	42	3	73	28
2512240	0	0	0	12	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	25	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	11	0	0	1	0	0	0	8	12	0	0	0	0	0	0	0	0	2	75	6	0	2	0	6	0	1	3	21	4
121277	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	1	9	12	0	0	4	0	0	2	3	0	0	5	2	0	7	2	3	2	0	40	16	80	46
70771	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	1	5	0	4	0	0	0	0	1	0	11	2	3	3	26	5	1	0	36	8	64	26
1673428	0	0	0	14	0	0	25	0	0	17	6	0	1	4	0	0	0	6	32	0	0	0	0	0	0	0	13	0	0	17	0	0	18	0	0	0	0	9	0	1	0	0	19	1	0	0	0	0	56	0	0	18	0	0	0	11	0	3	0	0	13	0	0	12	0	3	4	34	261	27	0	157	26	24	74	0	28	0	0	0	0	18	1	4	52	1	2	17	12	8	0	62	10	111	50
2801534	0	0	0	0	0	7	19	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	5	6	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	2	9	6	0	0	0	0	0	0	2	1	0	11	3	1	0	12	5	0	0	2	2	3	0
101571	0	0	21	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	42	0	0	1	0	0	17	1	0	1	6	1	2	4	18	5	0	0	51	4	45	24
1855726	0	0	20	20	73	0	18	6	1	23	0	0	2	4	0	0	10	0	0	25	0	5	0	52	0	3	11	0	14	13	71	14	104	38	2	0	11	16	32	1	105	5	8	5	0	0	30	7	0	14	12	15	0	0	7	7	9	12	21	15	0	41	0	0	0	2	37	9	2	47	0	57	30	30	57	0	14	0	4	12	15	29	9	2	15	20	4	38	48	8	0	325	50	419	176
1389192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	18	0	0	0	1	1	0	0	3	2	1	0	0	0	0	0	0	37	17	44	20
82633	0	0	39	11	28	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	42	0	0	0	0	8	0	0	7	25	0	0	0	0	0	0	0	0	11	0	1	0	0	19	12	0	0	0	29	0	0	0	0	0	3	0	0	0	41	0	0	0	4	15	0	122	0	0	10	0	0	4	0	0	0	4	25	3	1	3	0	0	3	1	3	1	0	0	77	15	163	47
420953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	14	1
558537	0	0	949	178	151	0	196	43	0	236	0	0	37	0	351	0	0	0	66	0	0	0	0	804	152	0	0	0	106	150	0	62	0	270	0	566	212	73	250	0	114	0	0	21	0	0	583	14	0	89	41	100	0	0	56	0	54	0	107	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	61	0	15	162	0	0	0	37	0	0	0
285	0	0	100	17	131	0	72	15	0	148	18	0	0	0	0	0	0	54	0	39	0	0	0	183	50	0	95	0	49	16	191	0	50	197	0	0	0	15	103	0	210	17	34	48	0	46	39	42	0	0	29	18	0	0	0	0	0	0	28	50	35	153	0	0	0	0	50	12	274	0	0	54	34	74	0	0	0	0	11	179	61	30	12	24	28	60	26	58	117	0	0	139	0	340	145
1840283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	1	0	2	1
1840297	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	1	0	1	0
