RDC_4_H31	RDC_2_H8	RDC_6_H68	RDC_2_H6	RDC_2_H11	RDC_5_H57	RDC_2_H3	RDC_5_H48	RDC_6_H71	RDC_5_H43	RDC_3_H15	RDC_5_H46	RDC_4_H30	RDC_4_H40	RDC_3_H23	RDC_3_H22	RDC_3_H14	RDC_5_H55	RDC_6_H62	RDC_5_H52	RDC_4_H29	RDC_4_H33	RDC_4_H32	RDC_6_H65	RDC_2_H5	RDC_4_H41	RDC_5_H58	RDC_4_H38	RDC_4_H28	RDC_5_H44	RDC_4_H26	RDC_5_H54	RDC_6_H66	RDC_3_H13	RDC_4_H37	RDC_1_H1	RDC_2_H4	RDC_5_H49	RDC_2_H7	RDC_3_H16	RDC_6_H69	RDC_6_H63	RDC_5_H56	RDC_6_H64	RDC_1_H2	RDC_5_H53	RDC_5_H50	RDC_3_H18	RDC_6_H70	RDC_5_H61	RDC_3_H12	RDC_5_H51	RDC_4_H35	RDC_6_H72	RDC_4_H25	RDC_3_H17	RDC_5_H59	RDC_3_H20	RDC_5_H47	RDC_5_H45	RDC_4_H27	RDC_2_H9	RDC_3_H19	RDC_5_H60	RDC_4_H34	RDC_4_H36	SRX3830154	SRX4318863	SRX024173	SRX024148	ERR584333	SRX024023	SRX3830174	SRX024200	SRX023994	ERR584348	SRX4318860	ERR584320	SRS727524	SRS728264	SRX740589	SRX3830184	SRX740562	SRX025192	SRX3830126	SRX740632	SRX025193	SRX101411	SRX3830225	SRX4318858	ERR584341	SRR5823608	SRR5823606	SRR5823609	SRR5823611
76629	0	0	267	38	47	5	48	0	1	25	10	0	7	5	47	0	0	17	12	54	0	0	0	60	134	0	24	0	25	58	171	22	24	89	0	257	11	16	28	0	0	10	12	5	0	7	38	0	25	4	3	27	0	0	7	23	17	6	0	13	0	99	0	0	0	3	16	35	131	0	0	62	11	80	74	0	4	0	0	1	2	27	0	1	36	14	4	12	51	64	0	57	4	46	13
171284	0	0	0	19	0	0	52	0	0	25	9	0	0	5	0	0	0	0	7	0	4	0	0	0	48	0	21	0	18	14	53	3	0	20	2	48	7	15	38	0	0	0	10	0	0	0	0	0	41	0	3	22	0	0	0	15	0	0	0	15	0	0	14	59	0	0	0	21	573	47	0	96	32	205	202	0	6	0	2	8	8	49	7	29	46	5	27	20	26	8	0	70	12	153	36
2652443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	3	0	1	5	0	6	0	0	0	4	2	2	1	2	0	3	1	3	6	5	0	0	68	17	111	38
1299	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	11	0	0	0	1	0	2	4	1	20	0	0	24	23	0	0	0	25	4	50	17
56957	0	0	0	0	0	6	0	0	0	17	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	2	0	0	3	5	0	10	0	0	0	0	0	0	3	0	1	10	0	0	41	5	0	0	23	5	27	4
28072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	13	0	17	11
1165	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	2	0	1	1	1	0	0	0	0	1	0	312	19	230	83
102116	0	22	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	29	20	0	0	0	0	24	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	17	0	40	0	0	6	0	3	0	0	0	6	14	46	0	0	0	0	8	0	0	26	0	5	24	0	5	6	0	0	0	33	0	23	21
1115757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	30	2	29	11
486	0	11	141	81	59	0	21	3	0	7	0	0	3	0	0	0	0	0	0	29	0	1	1	45	0	0	0	0	30	35	152	9	0	35	1	0	0	14	70	0	8455	10	0	8	20	0	0	4	0	0	18	0	0	1	0	0	0	0	6	23	0	217	0	0	0	18	1	0	0	0	0	0	0	427	0	0	0	0	0	0	2	2	0	0	0	0	0	649	4	0	0	0	0	0	0
485	0	8	91	83	91	0	31	0	0	0	10	0	1	0	0	0	0	8	0	15	0	0	0	36	54	0	0	0	0	17	0	8	0	58	0	0	0	11	427	5	6401	23	0	2	8	0	0	0	0	0	0	0	0	1	0	0	9	0	0	7	0	29	0	0	0	0	1	1	0	2	0	0	0	335	0	0	43	0	1	2	12	5	0	13	0	27	0	3168	10	0	0	0	0	0	0
2528037	0	0	0	0	0	0	0	0	0	249	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	1	0	0	0	399	2	0	0	11	0	23	0	0	0	0	0	25	25	0	0	0	0	0	4	0	0	0	32	0	0	0	0	3	0	0	0	0	0	3	6	0	0	0	0	0	2	0	0	0	237	0	0	1	84	44	0	0	0	0	0	0
539	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	1	0	0	0	2	26	0	8	1	1	0	17	36	0	0	0	0	0	0
87883	0	7	28	30	82	6	36	4	0	16	0	1	0	0	0	0	3	9	7	11	3	1	0	28	0	0	15	0	19	14	47	11	86	38	2	0	11	9	67	0	166	18	8	7	0	4	0	18	36	5	0	21	3	2	6	38	13	12	9	17	14	70	0	0	2	4	17	0	57	76	0	95	6	112	59	2	14	0	8	22	5	52	11	14	15	26	87	173	47	1	0	391	92	588	213
1207504	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	5	1	9	2
95486	0	0	27	40	67	0	0	9	1	25	0	0	10	0	0	0	6	8	0	0	0	1	0	39	0	0	0	0	25	0	49	11	39	28	6	0	0	11	50	0	115	16	5	6	0	0	28	4	0	0	0	16	1	1	0	0	7	0	8	13	0	69	0	0	0	11	7	1	0	0	0	0	0	30	0	0	2	0	1	16	3	42	3	9	2	6	70	72	33	2	0	115	37	170	60
337	0	12	0	0	61	0	27	3	0	0	0	0	0	0	0	0	1	5	0	0	0	3	0	0	43	0	0	0	14	0	0	15	43	23	0	0	9	12	50	0	128	23	20	0	2	0	8	5	43	0	3	0	0	10	0	0	0	3	0	18	12	33	5	21	0	0	7	7	32	0	0	4	12	32	19	0	10	0	7	35	11	13	9	13	3	20	126	125	17	2	0	160	55	281	102
876364	0	9	26	23	28	0	0	7	0	9	0	0	0	0	0	0	0	10	0	0	0	4	5	43	43	2	0	0	23	0	41	6	0	56	2	0	0	8	25	0	129	6	0	0	1	8	25	0	0	0	8	25	0	5	5	0	7	0	9	15	22	62	0	0	0	10	0	1	2	0	0	0	2	16	0	0	6	0	1	12	0	16	0	0	0	0	39	90	22	0	0	66	14	92	34
28097	0	11	43	10	31	16	23	0	0	11	22	0	0	0	0	0	9	6	12	79	5	2	0	19	25	0	67	0	0	37	0	8	19	0	0	0	7	19	0	0	0	16	7	0	0	22	0	0	77	10	13	84	0	0	10	6	9	14	15	28	19	85	8	0	0	0	15	0	0	0	0	0	43	172	19	0	0	0	0	5	0	11	10	44	41	5	34	182	24	0	0	149	39	247	84
148447	0	0	26	0	85	7	14	0	0	7	6	0	0	0	0	2	1	7	0	0	9	4	1	44	0	0	16	0	11	0	0	16	89	28	1	0	8	11	45	5	123	15	6	6	0	0	18	16	0	5	3	16	0	1	0	0	8	4	8	13	7	19	0	9	1	0	38	0	9	5	0	12	10	56	4	0	17	0	13	50	10	18	17	3	7	15	24	48	19	1	0	473	136	657	285
134536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	305	0	0	0	0	15	0	0	0	0	2	2	1	9	2	0	1	3	0	5	3	0	0	39	6	69	13
2743470	0	0	140	88	123	0	28	14	0	28	0	0	2	0	49	0	4	29	8	34	4	4	0	105	55	1	18	0	45	40	116	17	82	125	9	0	9	24	123	4	759	41	12	2	1	5	45	127	0	21	25	62	1	0	13	0	27	12	28	53	18	195	0	12	2	19	23	5	98	34	0	3	14	84	5	0	14	0	13	80	27	70	137	18	6	37	92	288	101	2	0	254	59	412	154
2792224	0	22	643	512	338	0	128	92	0	248	13	0	27	14	152	0	0	53	44	74	0	20	0	860	394	9	14	5	320	254	435	27	112	302	13	179	97	129	309	0	210	185	0	11	15	95	355	44	0	44	142	332	0	0	63	84	102	13	91	146	67	748	0	0	8	30	77	11	0	0	0	88	0	39	0	0	0	0	2	26	5	192	12	15	0	2	38	183	216	5	0	297	98	443	84
1232667	0	18	28	43	101	0	22	11	0	35	0	0	0	0	0	0	0	17	0	0	0	0	0	0	54	0	55	0	37	16	92	7	28	72	0	0	18	0	72	0	143	0	20	8	0	0	5	5	259	14	0	29	0	0	0	34	33	64	77	18	50	106	0	0	7	4	48	0	0	0	0	0	0	14	0	0	10	0	0	9	1	56	1	4	0	3	12	128	92	0	0	76	43	135	107
1840265	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	31	0	0	0	0	0	3	1	7	2	17	2	0	17	33	6	0	0	39	11	46	25
2651974	0	0	21	27	0	0	79	0	0	30	0	0	0	0	0	0	0	0	9	21	0	0	0	649	0	0	10	0	12	17	66	62	29	54	0	0	11	92	0	0	0	5	17	0	0	6	182	4	0	0	10	110	4	0	0	43	21	4	9	50	14	51	0	0	4	3	0	2	0	1	0	0	4	5	0	0	1	0	2	7	1	0	5	0	5	5	3	7	11	0	0	96	20	179	71
217204	0	0	32	66	51	0	21	3	0	0	13	0	2	0	0	0	0	0	0	37	0	0	4	134	40	0	0	0	38	22	50	4	27	15	3	0	9	9	40	0	119	10	6	8	0	8	22	0	0	5	20	35	0	3	0	0	0	5	20	20	15	58	0	0	2	10	2	0	0	0	0	0	27	8	0	0	0	0	4	26	2	0	2	0	0	17	0	0	3	0	0	56	14	56	34
1141883	0	0	25	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	10	5	2	0	30	0	1	0	0	9	0	0	12	44	0	0	0	4	0	0	0	77	13	6	2	0	0	21	46	0	0	4	0	1	3	0	0	0	7	6	8	9	31	0	7	0	0	12	1	1	2	0	16	2	14	14	0	1	0	4	27	14	5	11	1	4	11	12	25	8	0	0	168	37	231	77
105560	0	0	49	37	40	0	0	7	0	0	0	0	0	0	23	0	4	0	7	12	2	1	1	57	34	1	10	0	20	13	52	7	37	0	4	0	5	14	33	1	120	19	4	8	0	3	31	13	0	9	10	19	0	2	0	0	7	6	11	24	7	63	0	0	0	2	16	2	36	0	0	2	8	18	3	0	0	0	0	5	4	23	0	8	2	3	30	95	24	0	0	165	33	188	88
2005884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	3	0	0	0	5	2	2	7
2020311	0	23	21	17	75	0	0	0	5	0	12	0	0	3	0	0	3	0	0	0	0	0	0	0	43	0	0	0	15	50	34	14	80	36	0	164	31	8	31	0	79	0	4	0	0	0	0	0	0	0	0	0	0	0	23	0	13	9	56	14	0	0	7	0	0	0	16	4	18	61	0	4	0	76	53	0	0	0	7	134	0	64	8	32	0	6	9	19	12	5	0	259	78	266	150
2731096	0	0	0	0	49	0	18	0	0	21	9	0	0	2	0	0	1	7	0	15	10	0	1	20	0	0	12	0	0	32	0	14	68	0	1	0	4	18	0	1	75	0	21	0	0	0	7	0	32	9	0	0	0	0	0	7	12	5	0	7	13	0	6	17	0	0	12	1	12	4	0	18	12	47	15	0	1	0	11	80	6	11	13	8	3	6	26	15	8	1	0	263	86	358	161
1538159	0	11	37	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	3	64	18	0	0	0	0	32	2	0	0	6	0	0	12	0	10	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	16	1	0	0	2	14	0	0	4	0	8	81	4	9	11	4	7	14	24	74	2	0	0	189	73	216	149
448181	0	7	40	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	23	0	0	0	37	0	0	0	0	0	0	0	14	14	0	0	0	30	14	0	0	0	7	0	0	0	0	6	0	53	0	0	17	0	0	0	47	15	7	0	0	31	0	9	0	0	0	14	0	0	0	0	0	15	7	0	0	0	0	23	167	12	7	60	0	8	5	0	0	22	21	0	44	15	177	59
28099	0	0	0	0	0	0	18	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	0	0	2	1	0	1	0	8	0	13	35	0	4	11	0	0	1	49	1	3	0	0	32	1	44	16
160699	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	2	0	0	5	0	0	0	3	0	0	0	0	0	0	3	0	9	0	19	0	0	0	0	4	1	25	0	0	4	6	40	5	0	4	0	9	75	3	2	11	28	2	2	25	69	6	1	0	28	4	49	26
1335061	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	25	0	1	11	0	0	18	0	0	40	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	10	4	8	0	0	0	0	0	0	0	3	1	1	0	0	0	6	71	8	0	2	0	9	342	6	3	171	10	12	217	14	85	6	0	0	108	21	166	74
2613773	0	0	20	9	39	4	0	0	0	10	0	0	0	0	0	0	11	12	5	15	3	0	0	0	0	1	12	0	0	22	0	20	80	0	1	0	0	11	0	1	0	0	11	4	0	0	0	5	0	0	0	0	0	0	0	14	0	0	0	8	9	20	0	10	3	2	29	2	77	11	0	39	14	30	71	0	5	0	6	164	2	11	10	13	10	16	12	12	8	2	0	187	40	319	127
1813451	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	16	4	1	0	4	3	2	0	0	22	0	2	48	3	0	10	1	2	5	2	2	3	1	0	70	17	116	28
408	0	0	33	23	108	0	53	5	0	11	11	2	1	0	21	0	1	0	0	28	2	0	0	45	35	2	40	0	18	15	0	17	159	55	2	0	5	15	37	1	128	8	16	1	1	6	14	10	56	7	9	24	0	0	0	12	20	10	6	25	0	43	0	53	2	9	36	0	810	1	0	10	21	178	43	0	7	0	67	272	57	19	56	67	16	80	44	210	29	6	0	536	139	794	282
2666139	0	37	61	21	171	87	282	0	0	94	146	0	0	0	19	0	33	151	0	113	0	0	0	65	86	0	25	0	21	0	45	17	330	152	0	55	27	0	22	0	210	0	23	0	0	0	0	0	140	0	0	0	0	0	0	68	40	0	19	23	21	80	83	30	0	0	111	0	0	0	0	0	22	0	0	0	0	0	0	74	8	43	18	61	89	0	0	19	63	0	0	989	131	1700	670
2744520	0	0	18	0	32	10	0	3	6	0	0	0	0	0	0	0	0	0	0	11	0	1	1	37	0	0	0	0	8	0	0	0	33	0	0	0	0	10	0	1	0	7	0	1	0	3	19	8	0	0	0	0	0	0	0	0	0	4	6	9	0	27	0	0	0	0	10	0	346	6	0	5	1	41	250	0	0	0	4	61	0	8	6	7	1	1	0	30	3	0	0	139	27	253	78
381	0	0	23	0	41	0	14	0	0	0	6	0	1	0	30	0	4	9	0	0	7	0	0	28	0	1	10	0	9	20	0	4	42	0	2	0	0	14	0	0	96	7	0	0	0	4	0	6	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	1	10	0	0	28	9	64	34	0	0	0	5	60	0	1	4	5	7	5	24	13	3	1	0	158	27	237	95
1638161	0	36	195	40	34	47	300	6	0	308	48	0	0	11	27	0	0	19	90	265	20	0	0	278	191	0	221	0	0	162	279	12	185	112	0	179	8	177	0	0	0	30	118	0	0	69	29	0	589	7	13	187	0	0	7	323	98	0	25	18	28	166	28	34	0	0	69	0	0	0	0	0	369	40	0	9	0	0	2	35	0	204	17	0	347	11	35	0	266	0	0	180	41	382	127
1842539	0	0	0	10	0	7	0	3	0	13	12	0	0	5	0	0	3	0	0	0	0	2	2	0	0	0	12	0	0	14	0	7	40	0	2	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18	13	3	0	0	7	0	7	0	0	4	3	2	180	6	0	7	9	30	21	0	2	0	2	15	3	6	6	13	13	1	14	17	11	2	0	100	26	153	56
227605	0	0	37	0	29	10	25	0	1	22	7	0	0	2	0	0	1	7	11	19	0	1	0	46	26	0	16	0	0	27	0	4	29	0	1	0	4	12	0	2	0	0	12	0	0	5	8	0	25	0	7	19	0	0	6	15	12	3	0	11	0	36	0	8	1	0	18	2	4	72	0	5	18	19	17	0	3	0	3	18	5	11	6	54	7	3	32	53	15	0	0	134	31	225	83
529	0	0	0	17	69	9	0	21	0	22	6	0	4	0	0	0	0	5	5	0	0	0	0	0	55	0	11	0	0	22	82	0	59	93	0	0	0	0	27	0	123	44	0	0	0	0	20	4	30	0	21	0	0	4	0	0	0	0	23	0	0	0	6	0	0	0	0	21	6	73	0	0	26	58	7	0	14	0	43	13421	20	76	95	0	10	196	117	79	27	0	0	190	15	371	61
2587854	0	18	0	0	32	0	33	0	0	0	0	0	0	0	0	0	0	6	0	27	0	0	0	0	57	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	107	0	0	63	0	0	9	0	0	0	0	0	0	0	16	0	0	0	0	60	0	0	0	0	40	0	0	0	14	0	0	539	0	0	29	0	26	0	0	0	0	30	0	53	0	114	28
1898042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	7	2	0	2	0	0	4	2	3	1	0	0	2	1	7	1	0	0	24	6	41	9
444444	0	0	24	0	35	0	0	0	0	0	0	0	3	0	0	0	4	0	0	9	3	5	0	0	0	0	0	0	0	0	0	17	62	0	2	0	0	0	0	0	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	2	4	13	0	13	8	0	1	8	5	43	0	0	0	8	61	1	13	8	1	7	10	29	37	6	0	0	151	29	249	71
173366	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	60	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	6	0	0	0	3	14	0	0	0	0	2	19	3	8	6	2	1	5	3	3	3	0	0	359	70	525	168
257708	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	6	0	0	0	3	0	0	2	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	1	2	125	0	0	0	0	12	142	12	1	160	0	0	23	0	26	1	0	0	62	19	123	37
1484109	0	8	0	0	36	8	0	0	0	21	0	0	0	0	0	0	3	0	0	22	6	1	0	0	0	0	26	0	0	16	0	0	66	0	2	0	0	13	0	2	0	0	9	1	0	8	0	0	47	0	4	18	0	0	0	20	0	0	0	7	0	0	0	0	2	0	16	0	2	1	0	3	20	5	2	0	0	0	4	21	5	6	5	5	11	13	5	4	8	0	0	196	41	283	114
1549855	0	0	19	17	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	1	2	2	0	6	4	1	5	0	0	0	1	3	0	13	3	0	2	0	0	14	1	1	0	4	2	8	0
2048283	0	9	65	34	36	4	76	0	0	75	12	0	1	4	0	0	0	0	13	15	0	2	2	74	50	0	73	0	10	21	76	10	20	27	7	47	10	19	0	1	0	8	21	2	0	10	24	0	36	0	10	51	0	0	8	29	17	0	9	0	17	55	0	31	1	0	21	4	110	39	1	36	54	38	199	421	1	0	2	21	5	45	8	15	15	7	24	60	35	4	0	132	25	246	84
2812658	0	7	25	17	41	6	25	0	0	10	0	0	1	2	0	0	4	0	0	9	3	0	0	0	0	0	15	0	9	0	0	5	43	35	1	0	0	10	0	0	66	7	5	2	0	8	0	0	29	7	5	0	0	0	7	0	11	0	0	8	0	27	0	0	1	4	17	2	137	1	0	4	6	33	4	0	3	0	2	42	6	11	36	29	5	29	43	32	15	1	0	94	18	160	38
2500532	0	0	27	11	64	11	0	0	0	0	10	0	0	0	0	0	0	0	0	28	10	1	0	60	0	1	0	0	9	16	43	8	106	31	3	0	5	9	23	0	0	16	16	0	0	8	16	16	0	8	5	25	0	0	0	6	8	4	0	7	10	71	0	8	0	0	10	0	14	2	0	0	2	5	5	0	0	0	20	947	35	5	115	0	6	77	8	6	19	0	0	146	31	184	90
2065379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	2	22	0	2	28	1	0	5	3	4	2	0	0	26	7	38	10
135740	0	0	20	13	0	0	18	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	28	0	0	0	0	0	0	0	11	28	18	0	0	0	0	0	0	0	0	0	1	0	0	7	5	0	0	3	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	9	1	15	0	0	4	5	2	1	0	0	0	5	37	4	9	119	2	0	19	6	23	6	0	0	91	17	107	47
1545044	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	30	1	0	3	0	3	36	3	1	129	45	0	13	27	58	2	0	0	37	4	56	24
1063	0	10	94	21	55	17	44	9	0	35	23	0	1	5	33	1	4	0	13	37	5	2	0	103	34	0	54	0	19	39	70	32	86	51	2	0	11	29	49	0	100	19	10	2	0	8	28	11	81	7	17	48	0	1	14	28	20	11	9	30	19	62	7	12	2	0	20	4	98	5	0	30	46	104	22	0	4	0	9	83	5	29	59	26	32	23	30	168	22	1	0	224	59	395	150
35806	0	0	0	10	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	1	69	11	0	1	1	0	0	6	0	0	3	0	0	1	0	0	0	0	0	0	7	0	0	17	0	3	2	0	0	1	0	0	0	7	0	0	2	0	1	22	2	8	1	3	3	6	30	26	11	2	0	33	8	41	13
1915078	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	8	0	0	3	0	0	2	0	0	0	24	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	1	3	0	0	0	0	23	10	0	3	0	2	29	0	11	20	0	0	5	21	34	7	0	0	82	17	129	35
2494374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	8	2	0	36	0	0	0	0	0	1	0	0	176	7	86	82
1844006	0	0	0	10	0	0	16	0	1	7	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	0	31	3	13	30	0	0	0	0	2	1	8	0	0	11	1	0	3	4	0	0	16	2	32	8
1250539	0	0	58	33	79	7	14	10	0	16	10	0	1	0	23	0	0	8	8	18	2	0	0	103	53	0	12	0	16	26	57	13	109	34	1	51	6	19	34	1	116	16	11	1	1	11	33	5	0	7	15	33	1	1	0	0	15	7	0	22	13	66	0	7	0	4	22	3	94	7	0	8	11	82	16	0	1	0	7	39	6	17	18	13	16	18	146	152	10	0	0	276	52	396	180
215743	0	0	0	0	0	10	15	0	0	0	13	0	0	0	20	0	10	6	0	0	0	0	0	67	0	0	0	0	0	14	47	0	0	0	0	0	6	13	0	5	69	6	0	0	0	0	0	0	0	14	0	24	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12	0	6	0	0	0	0	56	0	0	0	0	0	0	0	0	0	46	0	0	69	70	0	0	0	10	5	13	11
1968541	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	28	2	0	2	0	3	6	3	0	3	0	2	0	9	6	1	0	0	39	7	61	30
