"GO Term ID","Function","RDC_1_H1","RDC_2_H11","RDC_2_H3","RDC_2_H4","RDC_2_H5","RDC_2_H6","RDC_2_H7","RDC_2_H8","RDC_2_H9","RDC_3_H12","RDC_3_H13","RDC_3_H14","RDC_3_H15","RDC_3_H16","RDC_3_H17","RDC_3_H18","RDC_3_H19","RDC_3_H20","RDC_3_H23","RDC_4_H25","RDC_4_H26","RDC_4_H27","RDC_4_H28","RDC_4_H29","RDC_4_H31","RDC_4_H33","RDC_4_H36","RDC_4_H37","RDC_4_H40","RDC_5_H43","RDC_5_H44","RDC_5_H45","RDC_5_H47","RDC_5_H48","RDC_5_H49","RDC_5_H50","RDC_5_H51","RDC_5_H52","RDC_5_H53","RDC_5_H54","RDC_5_H55","RDC_5_H56","RDC_5_H57","RDC_5_H58","RDC_5_H59","RDC_5_H60","RDC_5_H61","RDC_6_H62","RDC_6_H63","RDC_6_H64","RDC_6_H65","RDC_6_H66","RDC_6_H68","RDC_6_H69","RDC_6_H70","RDC_6_H71"
"GO:0035435","phosphate ion transmembrane transport",34.3558,15.7593,20.9165,7.34975,13.3493,11.3755,16.6621,3.88098,11.8126,12.7874,11.2164,0,13.3633,0,4.41468,0,3.20427,1.925,14.5969,11.2577,11.5108,6.5202,11.4982,0,0,0,0,1.10935,2.55937,12.4576,19.6747,7.08173,9.66219,2.18763,11.9169,3.71623,11.3147,7.8111,3.33551,0.743,2.28719,7.99544,6.64733,14.2522,7.69254,2.04341,7.06989,4.98977,10.2311,9.49209,13.8622,8.27295,13.6044,22.2713,6.83083,0
"GO:0035552","oxidative single-stranded DNA demethylation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0035556","intracellular signal transduction",15.913,17.0747,17.1968,9.75261,11.9041,24.3007,11.0325,5.48896,29.8811,35.0408,9.04662,0.944316,5.70916,0.595984,3.86704,0,11.2177,7.78112,16.2106,11.099,9.23033,14.4639,22.6613,0,1.86662,0.627337,4.5388,0.944966,1.96915,10.2712,12.8794,6.81783,11.4002,9.33886,7.67701,35.2003,22.7109,17.4933,7.69267,5.80526,1.79428,4.0037,12.2303,11.3434,9.70339,0.689535,20.1828,4.33026,16.7033,10.1355,39.6627,52.8489,30.5825,19.6129,22.9057,0
"GO:0035600","tRNA methylthiolation",0.338203,2.07171,0,0,1.0494,1.33605,2.7962,0,1.4234,0,0.56577,0,0,0,0,0,0,0,3.96241,0,0,0,0.259913,0,0,0,0,0,0,0,0,0.184418,0,0,0.646479,0,0.108638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03794,7.01757,0,0
"GO:0035975","carbamoyl phosphate catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29634,0,0
"GO:0035998","7,8-dihydroneopterin 3'-triphosphate biosynthetic process",49.771,30.9269,43.5398,24.8216,31.6718,28.1317,30.3556,17.3254,34.9417,30.1063,22.3704,3.14798,29.4615,1.56954,19.2744,4.12343,20.0479,11.7188,32.9832,34.6539,28.3187,22.7684,32.8214,3.13799,4.44477,1.86474,1.80563,3.80809,20.4724,28.8358,37.0563,13.1875,20.8499,17.3289,21.3068,29.5797,37.8366,33.1987,18.0606,4.64273,8.73025,17.4389,27.8172,33.215,15.8539,39.3386,21.7629,15.8835,19.8651,11.6778,50.1503,15.305,46.7436,48.3046,33.8847,1.60766
"GO:0035999","tetrahydrofolate interconversion",229.09,144.82,176.301,102.142,126.175,122.777,127.01,61.769,140.048,107.83,94.2653,7.05218,106.081,4.68028,79.1964,8.94031,99.0544,25.9104,133.186,104.978,116.6,96.8556,135.417,5.0264,11.9892,4.62327,14.5666,6.76194,66.9027,100.652,146.584,46.4359,74.5816,44.7596,90.8193,99.4099,141.374,109.326,55.1943,22.088,33.6447,82.9328,95.537,118.083,60.4145,154.629,105.53,59.5339,72.525,45.1708,171.402,58.1141,186.604,243.895,181.002,5.49177
"GO:0036104","Kdo2-lipid A biosynthetic process",0,1.22928,0,0,0,0,1.19684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70295,0,0
"GO:0036376","sodium ion export from cell",4.63386,3.74808,4.82658,4.3469,4.28203,2.93488,1.31398,0.784135,1.75807,1.15581,0.305631,0,4.34915,0,7.153,0,3.75556,0,0,1.06324,2.29524,3.88033,1.79014,0,0,0,2.47911,0,4.40944,4.49106,3.06425,0,3.93773,1.017,2.26239,0.720143,1.17461,3.21759,0,0,0,2.99092,2.11561,1.41278,0,4.46962,4.7253,1.17289,0,0,1.53715,0,4.40314,8.62447,10.9226,2.26809
"GO:0039694","viral RNA genome replication",0,0,0,0,0,0,0,0,0.225589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424446,0,0,0
"GO:0042026","protein refolding",125.493,92.0925,149.703,71.1842,82.7734,92.4543,69.9274,34.8766,99.7704,69.0684,62.0615,2.35531,72.1403,1.87678,68.8991,9.28376,55.4292,15.7179,80.833,65.2649,77.354,63.8532,82.6847,3.97622,7.46415,2.55462,9.52299,6.9659,45.0543,80.344,101.114,33.863,37.5114,30.2435,75.9712,72.9378,96.7442,81.4683,37.3741,18.9025,23.7306,63.5463,58.9294,80.4598,45.5166,168.947,59.4927,56.2529,55.5414,45.415,126.31,83.4427,129.957,145.246,143.296,2.44512
"GO:0042121","alginic acid biosynthetic process",10.877,8.33251,22.2292,8.80567,9.53275,11.7594,6.69544,0,15.8838,10.664,4.92948,0,7.29397,0,5.59543,1.33039,5.47945,0.499668,12.7932,5.30736,6.68847,6.20446,6.90848,0,0,0,0,0,0,12.2394,11.9318,4.36472,6.17592,1.88632,9.70716,19.3873,14.4615,9.47932,3.23045,2.68213,4.65417,12.267,4.65683,8.85643,7.2798,40.8365,9.93815,6.45303,8.17685,3.4097,21.7983,6.59058,16.6097,22.2551,33.1131,0
"GO:0042126","nitrate metabolic process",37.3311,39.2488,34.2799,14.9887,23.9804,27.0285,34.6328,9.89388,37.4596,24.7265,18.0852,1.7788,17.5926,0,5.1449,3.4832,11.1203,13.8972,37.7107,15.42,18.5723,20.1053,20.9088,2.0488,3.36753,0.62367,4.07499,5.3481,7.39262,10.9118,20.4731,14.0826,8.51404,8.90196,14.3687,20.2184,30.5462,24.7494,13.2477,2.67023,1.09787,2.48398,24.2952,22.5145,11.0394,0.504877,32.9729,9.04685,22.6506,16.3473,41.3684,3.14599,40.522,79.8344,18.6605,0
"GO:0042128","nitrate assimilation",8.67653,6.89176,2.66487,2.86484,1.65623,4.51123,6.19353,0,3.00764,1.79551,2.77754,0,1.71737,0.70526,0,0,0,0,4.18161,1.76589,2.75559,0,2.03773,0,0,0,0,0,2.45897,1.03079,1.28785,0.748968,1.04931,1.23768,1.0582,1.4286,0.870081,1.17033,0,0,0,0.388351,0,0,0.460272,8.63629,3.54907,0,2.43432,0,1.10827,8.1834,3.21286,11.2522,0.500975,0
"GO:0042157","lipoprotein metabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354105,0
"GO:0042158","lipoprotein biosynthetic process",49.9556,46.5254,60.948,30.3343,35.2591,39.481,36.1088,15.5571,60.2513,44.3203,29.9491,2.0687,29.1867,1.52275,20.0421,3.46606,24.2652,8.40004,40.4919,30.098,31.4046,26.9264,44.3807,2.04062,3.46971,1.2224,5.74479,3.9728,9.43844,35.42,43.6294,17.0808,21.4949,15.3797,30.6426,45.843,47.1947,34.5637,18.0818,5.56384,9.04905,24.8249,26.5535,42.5664,17.5332,39.6235,33.4553,18.7312,27.8464,29.365,79.1397,12.48,66.6389,93.1063,48.5393,2.39238
"GO:0042168","heme metabolic process",0.352925,6.3022,0.568246,0,1.17328,5.06761,5.80939,0,4.19185,3.00821,2.17362,0,0,0,0,0.913482,0,0,8.64311,0,1.23805,0,2.98413,0,0,0,1.5159,0,0,0.35734,0,1.13376,1.18401,1.67168,0.954686,1.43219,0.720617,0.445158,0,0,0,0,0,0,0,0,0.962955,0,1.46485,3.59927,2.67711,0,3.4467,25.5277,0,0
"GO:0042173","regulation of sporulation resulting in formation of a cellular spore",1.2439,0,8.95641,0,1.3777,1.9245,0,0,2.42243,0,1.56854,0,0.609779,0,4.28418,0,1.00815,0,0,0,0.923946,1.97486,1.45624,0,0,0,0,0,0,3.89951,2.70061,0,0,0,3.57382,0,5.33098,4.15581,0.859668,0,0.992889,5.33864,3.75877,4.85221,2.41632,45.4264,0,1.88225,2.21444,0,1.62678,2.97366,0.651012,0.475298,15.9187,0
"GO:0042178","xenobiotic catabolic process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0042183","formate catabolic process",0,0.582052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79005,0,0,0,0
"GO:0042244","spore wall assembly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247543,0,0,0,0
"GO:0042245","RNA repair",18.3844,9.57259,1.91919,1.77201,7.33951,7.80329,9.16761,3.54348,9.47547,10.3816,3.09949,0,0.452756,0,0,0,2.89484,0,15.3649,4.59691,5.81325,4.3643,9.44746,0,0,0,0.96274,0,0,1.03725,4.3525,2.36488,7.70843,2.50404,2.58493,14.2082,4.22137,1.7086,0,1.25168,0.711131,0,0,0.358409,1.93243,0,0.989545,2.47792,3.17652,3.04659,12.8267,0,10.6857,27.3391,7.65876,0
"GO:0042254","ribosome biogenesis",241.634,148.083,216.165,115.449,144.951,139.548,132.338,64.731,152.788,115.429,105.059,5.86491,101.858,3.52089,72.4763,10.7184,104.984,30.8732,145.69,108.016,119.903,111.867,132.635,3.53647,13.2841,3.32865,15.347,13.4676,53.8482,100.735,163.552,51.064,69.3282,54.8305,110.143,127.92,149.776,118.526,59.742,39.6539,39.8655,86.7477,93.2682,119.673,66.9285,178.208,94.0942,74.4242,86.8899,45.1447,194.622,44.8488,219.775,228.155,202.31,4.4978
"GO:0042255","ribosome assembly",1.30072,4.15923,1.88149,1.10502,3.76893,10.716,4.5697,0,13.8677,11.7982,2.8206,0,0,0,0,0,0,0,5.97882,1.28326,1.6215,1.43658,7.51429,0,0,0,1.61385,0,0,1.52445,1.33234,2.76468,3.27443,3.07178,2.59344,15.7695,4.61559,1.78439,0,1.40689,0,0,0,0,1.21165,0,2.81871,0,9.5066,4.67784,11.9225,0,8.70068,8.05829,0,0
"GO:0042256","mature ribosome assembly",48.5505,31.9064,52.0318,19.0006,32.108,22.8086,24.7048,38.3898,32.967,19.5993,27.713,0.991545,29.7984,1.5832,23.173,0,41.7865,6.16462,25.9423,27.0295,26.7616,32.6479,29.315,1.06384,2.67462,1.45889,2.89976,2.24775,13.5667,28.1231,38.7149,10.1348,18.6684,11.2439,22.8202,10.9114,36.1479,27.7999,13.3912,4.58504,13.8528,21.8123,30.2684,31.7448,18.2216,50.5359,26.0225,22.8701,14.6868,2.67071,37.4282,15.1279,35.6053,60.5356,79.5052,0
"GO:0042262","DNA protection",0.585044,0,0.664785,0,1.78945,0.562233,1.24225,0,1.22226,0,0.279281,0,1.67509,0,0,0,0,0,0,0,1.05413,0,0.869824,0,0,0,0,0,0,1.30116,1.08046,0.438841,0,0,2.12973,0,1.5603,1.4567,1.21879,0,0,0.557381,0.290461,2.19563,0.288358,0.545004,0,0.830545,0,0,4.44592,1.11756,2.68454,2.76107,0.884164,0
"GO:0042274","ribosomal small subunit biogenesis",156.907,94.3346,156.397,89.1753,86.7751,101.151,89.008,47.0002,121.447,90.0859,76.977,3.86567,93.8979,6.14408,60.7814,1.0617,80.4225,21.4826,97.8064,77.775,90.739,70.0769,107.121,5.04505,9.85445,4.68872,10.7801,6.2333,42.9052,73.6863,121.495,40.0361,56.4762,39.3564,69.1217,97.3886,119.461,90.1793,40.6394,15.2658,33.164,76.3554,78.3939,89.8491,49.8858,177.47,72.4814,52.3343,56.0908,28.7479,149.441,36.6178,142.639,195.155,154.42,6.00072
"GO:0042278","purine nucleoside metabolic process",18.5642,5.94121,2.9968,1.41764,7.19284,2.55606,5.58416,2.43857,1.69014,0,1.07505,0,1.05254,0,2.42251,0,0,0,6.40227,3.83228,7.00366,3.9908,4.17556,0,0,0,0.995724,0,0,2.16144,2.99422,0.632674,5.55444,0,2.35528,0,0.483385,0,0,0,0.95887,0.960003,0,0.521246,0.89324,0.657956,1.29897,0.743932,0,0,0.299852,0,4.03707,13.1196,5.15276,0
"GO:0042351","'de novo' GDP-L-fucose biosynthetic process",5.02772,0.60112,14.992,4.00669,4.79651,3.63069,1.43678,0,4.80825,2.90225,2.55261,0,4.65685,0,5.03162,0,3.08177,0,1.96847,2.18357,4.33222,2.7697,2.50093,0,0,0,0,0,0,11.6152,10.2213,0.411156,2.39914,1.26135,7.13032,1.25897,7.30095,6.05368,1.80891,0.548646,1.91811,8.37783,2.42613,9.77669,3.28163,4.25332,4.47621,2.52661,1.13736,0,6.8111,6.79762,6.40642,3.49539,6.78776,0
"GO:0042355","L-fucose catabolic process",20.8147,12.1535,14.6061,4.76906,8.4868,8.59249,14.7166,1.02121,8.71759,5.29394,6.83881,0,7.61668,0,3.4618,0.824691,3.11495,0.798295,8.39523,7.13052,6.55659,3.37666,7.34843,0.540274,0.858299,0,0,1.1009,1.59372,7.48017,11.5457,4.61114,3.94095,1.77188,7.30824,3.56702,8.16193,6.12442,2.06835,1.16352,1.81584,6.17528,4.57676,8.31733,5.48209,7.83644,7.37218,2.88183,9.28683,4.87205,8.36548,4.50108,9.71511,11.8899,4.79408,0
"GO:0042398","cellular modified amino acid biosynthetic process",14.1941,10.093,13.6031,2.73844,7.14844,7.17575,8.88142,5.26082,11.8481,9.18774,6.6829,0.704065,8.24464,0,3.71908,0,10.3826,8.53627,8.29971,7.09301,5.27684,7.8457,6.02754,0.787212,2.25037,0.430827,0,1.4089,4.61866,4.07521,6.77839,4.69341,2.58078,3.56951,3.19552,5.62261,14.1256,12.6535,6.97282,1.88855,1.00214,1.74824,12.6311,11.0378,6.05004,0,13.6868,4.5127,2.02218,4.09658,15.8249,8.90279,14.0568,12.6206,13.0523,0
"GO:0042426","choline catabolic process",0.944703,1.18268,2.38673,2.42302,1.23836,0,0.313328,0,0.420107,0,0.385052,0,1.12299,0,0,0,1.44037,0,0,0.822371,0.758043,0.691091,0,0,0,0,0,0,0,0.679386,1.04358,0,0,0,0,0,0,0.481381,0.710575,0,0,0.663815,0.558721,0.511906,0.54699,0.903507,2.78282,0.564112,0,0,0,0,1.97195,0.931054,3.3026,0
"GO:0042450","arginine biosynthetic process via ornithine",81.6344,53.9096,77.2075,58.3976,51.5425,53.6781,54.6331,40.8412,71.1832,56.0661,51.7687,3.34036,62.1829,3.57089,39.3073,8.61283,61.025,16.1855,59.3283,58.0999,49.2511,58.9521,62.3024,3.46634,7.10428,3.23194,11.7488,4.93588,34.4479,43.7667,69.5028,26.1415,34.2096,21.4581,36.1223,52.6679,67.5268,53.062,29.2184,9.42992,23.5309,41.9341,54.0084,54.853,31.9305,55.1387,48.987,35.2557,40.7535,31.0297,92.2759,22.6364,70.8647,111.046,103.321,5.84778
"GO:0042537","benzene-containing compound metabolic process",0.297615,4.96125,0,0,1.33872,0.749585,4.18544,0,1.22276,0,0,0,0,0,0,3.1586,0,0,7.23692,0,0,0.964715,2.0172,0,0,0,0,0,0,0,0,0,0,0,0.445957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261149,18.5435,0,0
"GO:0042542","response to hydrogen peroxide",0,3.94417,0,0,0.820559,0.962673,2.62957,0,0.335586,0,0,0,0,0,0,1.42661,0,0,8.61428,0,0.34548,0,1.20522,0,0,0,0,0,0,0,0,0.568331,0,0,0,0,0,0,0,0,0,0,0,0.294819,0,0,0,0,0,0,0,0,0,18.3489,0,0
"GO:0042558","pteridine-containing compound metabolic process",10.9022,11.4,19.8617,6.41916,9.55682,10.0455,9.55383,4.84476,14.3791,8.07012,6.97333,0,9.75322,0,5.39343,0,8.12392,0.919265,4.71925,6.46128,10.0273,6.01011,7.21068,0.955628,0,0,2.13593,0.918335,5.15374,13.8357,13.9038,4.42545,5.7195,4.34611,9.11505,3.65683,11.1654,9.60688,3.30148,1.24532,3.63167,9.85299,5.64437,13.6683,7.00285,9.9595,10.7726,5.2821,8.28973,6.90714,16.9997,10.0781,15.8783,19.256,25.1159,0
"GO:0042619","poly-hydroxybutyrate biosynthetic process",4.32523,9.35182,4.93343,4.89808,8.93568,28.8617,8.17364,0,33.0911,36.0137,8.84839,0,0,0,0,1.63026,0,0,18.4283,2.52832,4.10784,6.7801,25.4912,0,0,0.418681,9.15117,1.79375,0,4.61398,5.59187,7.02992,13.4414,9.27544,5.60668,49.1275,13.3054,5.56206,1.19526,4.18742,0,0,0,0,4.55374,0,4.3814,2.38461,23.4913,21.9964,37.9693,2.37856,24.7728,17.2263,0,0
"GO:0042732","D-xylose metabolic process",23.0275,5.69792,35.5754,20.5046,16.0842,9.76465,8.72538,11.3647,8.6187,1.68549,16.4589,1.11213,29.4762,0.899004,20.0572,0,26.1843,2.29948,6.89579,20.3399,14.2462,17.7102,14.6246,0.903206,1.37014,1.08359,1.68814,0,15.2535,22.8835,37.6808,4.56524,5.51383,6.53994,14.8741,5.03883,23.8559,20.6399,12.3377,3.6727,12.747,25.6865,21.9999,23.8713,13.2564,7.96899,8.46821,14.55,2.32865,0,14.5982,16.5888,11.9732,15.0117,25.7482,2.80786
"GO:0042742","defense response to bacterium",5.90553,7.78091,6.59571,3.66876,7.04649,16.3854,2.38443,0.697332,26.1759,28.6554,3.24939,0,3.59672,0,0,0,0,0,16.1277,2.32534,2.60328,4.88293,17.1381,0,0,0,3.4376,0,0,6.01783,4.83864,2.98907,6.39338,6.45642,5.67582,33.0084,10.4497,5.87298,0,1.88321,0,0.642476,0,1.88836,3.9707,0,5.5465,1.12126,9.33096,9.82687,30.0243,3.10048,22.3529,2.01583,2.35635,0
"GO:0042744","hydrogen peroxide catabolic process",1.91529,8.64364,0,0,2.10195,3.65136,10.5122,0,3.49786,1.51061,2.43298,0,0.270517,0,0,1.42661,0,0,14.6207,0,1.17759,0,3.44144,0,0,0,1.87948,0.726518,0,0,1.06088,2.30974,2.1464,1.62471,0.553718,0,0.851913,1.13132,0,0,0,1.24043,0,3.45722,0,0,5.9471,0,3.19941,2.81164,0,6.02549,0.870493,27.7198,0,0
"GO:0042773","ATP synthesis coupled electron transport",117.395,103.493,130.782,69.729,78.8995,113.727,87.7091,33.6471,148.982,110.241,60.9499,5.7309,61.3912,2.59243,28.1076,22.579,53.7658,41.3901,102.523,63.1741,58.7281,71.0933,93.7231,8.02589,13.4476,2.0835,14.5239,15.8458,15.4914,54.747,84.8252,44.3022,45.8128,34.0999,56.7773,139.505,115.4,81.5651,52.2463,16.4151,10.4119,28.789,75.3763,82.5298,50.8685,15.3104,101.028,41.2333,103.138,63.9083,153.052,75.613,147.03,171.148,112.156,2.20345
"GO:0042777","plasma membrane ATP synthesis coupled proton transport",107.2,67.582,140.65,51.3816,73.4845,72.2417,57.0935,69.799,73.5157,49.8012,59.3977,1.13133,59.5604,0.947411,72.6809,5.93124,100.553,11.5852,66.776,43.0868,66.9969,89.7819,54.6241,2.75273,4.79257,1.60201,8.70373,4.57828,25.2437,78.3855,73.2416,23.4149,29.2148,22.0906,74.1586,48.9011,87.9762,75.5366,30.571,12.0185,30.7664,63.0417,51.7577,74.6364,46.2537,232.459,44.1816,66.2784,38.2156,11.1513,83.9429,47.5444,91.2505,91.0751,254.967,0
"GO:0042779","tRNA 3'-trailer cleavage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0042780","tRNA 3'-end processing",1.31849,0.998458,4.67239,12.5103,4.27947,1.39459,1.85874,8.75841,1.80387,2.09553,10.8606,0.836997,12.4333,1.10129,8.97122,0,12.4445,0.800478,0.557773,12.6135,5.91437,6.55777,7.00557,0.859553,0.934924,0.632968,1.32728,0,14.3263,2.83135,10.2008,2.45413,2.24149,2.7029,2.18049,0,4.7157,8.57182,4.34974,1.45837,6.17491,8.31253,10.532,5.11724,1.98389,0,1.20217,6.6872,0,0,4.40075,0.436061,2.27944,3.44995,7.70073,1.83696
"GO:0042823","pyridoxal phosphate biosynthetic process",22.0212,22.592,14.5104,4.16871,9.06447,12.8094,21.2724,20.4867,14.8992,6.22709,13.7846,0.447501,14.2574,0.861198,11.3955,2.16184,31.675,0.740673,26.8731,5.15575,10.1408,20.6261,5.73185,0,0,0,1.85251,0,1.28394,13.8142,8.49924,3.18241,5.24861,1.54449,8.45095,3.25596,10.5223,11.4156,4.82835,0,6.9481,8.76435,2.94652,11.8949,10.2897,22.9414,13.0292,16.6954,3.91403,0,15.3812,24.2566,10.3851,39.8254,61.813,0
"GO:0042853","L-alanine catabolic process",33.9045,19.5374,21.2722,12.6742,16.0406,10.0128,13.231,5.87602,15.5107,8.12425,8.7709,0.98026,12.0122,0,4.23,0.744824,12.1483,8.00968,13.3314,16.6897,14.9503,13.0473,14.9289,1.13343,1.7058,0.641874,0,2.37238,5.21283,6.15343,16.7747,7.81647,8.57393,5.92585,7.65794,7.70447,18.5853,13.5215,7.80028,1.96534,1.91559,3.85536,12.9459,14.7859,7.67817,1.20026,13.1058,6.30261,6.66776,5.22622,18.2696,8.03949,22.5157,22.059,21.2374,0
"GO:0042866","pyruvate biosynthetic process",0,0.271889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68597,0,0
"GO:0042883","cysteine transport",8.60142,6.94923,7.00582,2.13012,3.51833,4.68637,4.27484,2.39023,5.17854,4.56951,4.29516,0,4.90316,0,1.95742,0,3.71934,4.21844,4.22163,2.76807,1.45206,5.22466,4.95554,0,1.16366,0,1.55632,0.974073,0,1.68132,5.4349,2.03699,1.37391,1.09419,2.86456,1.48902,9.85989,4.70022,4.18654,1.22061,0.489694,0.896994,7.67835,7.50125,3.02358,0,8.28398,2.86076,2.40003,0,5.07369,0.904981,6.07854,14.7078,8.93753,0
"GO:0042891","antibiotic transport",2.0663,0.281906,7.26595,5.06454,2.22272,2.07303,1.421,1.2197,1.87996,0,1.87043,0,3.81484,0,1.54339,0,3.78141,0,0.832089,3.23496,1.79609,1.04074,1.14175,0,0,0,0,0,2.03304,3.93656,5.56959,1.22395,1.35476,0,2.4178,0,3.86107,3.79497,1.67544,0.790272,1.80721,4.62116,0.920314,4.39226,4.01576,3.23128,2.56157,2.24243,0,0,3.28236,3.98957,1.9983,2.66476,15.6706,0
"GO:0042952","beta-ketoadipate pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0042981","regulation of apoptotic process",1.08814,0.288445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GO:0043039","tRNA aminoacylation",14.9721,20.9989,20.2951,6.36011,11.4463,19.4948,17.9444,0.935615,23.6466,15.9131,8.36414,0.40215,6.69886,0,6.81882,5.78676,0,0.424777,25.8036,8.95555,9.14152,5.0112,14.308,0.369631,0,0,3.68685,0.687348,2.09799,12.7371,8.9899,3.82742,4.33357,3.14196,12.3844,15.2049,14.3132,9.12084,4.24058,1.68218,0.785,5.18171,4.6519,11.9242,5.8984,28.9141,7.05874,1.79329,13.7902,5.86836,30.244,3.40522,26.722,49.3216,11.3155,0
"GO:0043048","dolichyl monophosphate biosynthetic process",0,0,0,0,0,0,0,3.07245,0,0,1.58557,0,0.688069,0,0,0,6.33508,0,0,0,0.363671,2.65887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19465,0,0,0,0.749103,0,0,1.75741,0,0,0,0,0,0,11.5044,0
"GO:0043093","FtsZ-dependent cytokinesis",222.386,151.932,150.841,86.3525,136.848,170.624,138.61,44.7854,190.631,159.595,100.105,4.32852,73.4344,2.5228,53.5887,23.9949,69.9526,17.5746,168.149,91.8329,102.214,90.9056,170.337,4.51851,8.93713,2.4783,35.2026,5.52077,38.8409,92.2119,131.539,54.8505,98.425,58.9013,89.8728,194.918,133.581,93.1023,40.7458,32.3742,27.3862,64.9238,61.9434,89.297,63.0169,119.728,85.2345,53.4964,118.195,96.6519,209.348,52.9589,200.641,322.108,131.629,1.92979
"GO:0043094","cellular metabolic compound salvage",20.2329,6.50242,8.19325,2.50033,7.46198,5.22112,7.01205,3.02983,2.94619,0,1.85867,0,1.41436,0,3.71271,0.736798,0.954983,0,5.38632,5.14383,7.53376,3.69466,5.37156,0,0,0,0,0,5.19812,2.96932,4.71218,1.1462,8.04917,0.820102,4.66495,0,4.40542,2.60047,0.795639,0,0.663072,2.35702,2.58035,3.09124,1.91827,35.109,4.00176,1.49789,1.44783,0,1.72762,7.242,4.09546,10.3809,10.2543,0
"GO:0043101","purine-containing compound salvage",0.249627,0.128531,0,0,0.334241,0,0,0.285882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739396,0,0,0,0,0,0,0
"GO:0043103","hypoxanthine salvage",6.09464,3.44761,0,0,1.94389,0,2.34177,3.39583,0,0,1.15353,0,0.6029,0,0,1.28324,4.72323,0,8.13158,1.48956,1.1874,1.91938,0.861647,0,0,0,0,0,0,0.561975,0.399701,0,0,0,0,0,0.741398,0.36318,0,0,1.30061,0,0,0,1.02629,0,2.39775,2.13999,0,0,0,0,0.508643,15.4355,12.507,0
"GO:0043137","DNA replication, removal of RNA primer",0,0,0,0,0,0,0,2.93299,0,0,1.0047,0,0,0,0,0,3.98763,0,0,1.86822,0.956168,3.06085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44208,0.451378,0,0,1.12749,0,0,1.99045,0,0,0.384151,0.757841,0,0,11.6,0
